Polling Station No,Candidate_1,Candidate_2,Candidate_3,Candidate_4,Candidate_5,Candidate_6,Candidate_7,Candidate_8,Candidate_9,Candidate_10,Candidate_11,Candidate_12,Candidate_13,Candidate_14,Candidate_15,Candidate_16,Candidate_17,Candidate_18,Candidate_19,Total Valid Votes,Rejected Votes,NOTA,Total,Tendered Votes
62,62,0,739,25,0,0,146,359,0,47,0,0,79,0,5,1,2,0,0,668,0,0,668,0
63,63,0,828,12,0,0,171,425,0,86,0,0,56,0,5,0,2,0,0,760,0,0,760,0
64,64,0,568,11,0,0,93,323,0,55,0,0,41,0,0,2,0,0,0,529,0,0,529,0
65,65,0,733,17,0,0,247,250,0,17,0,0,136,0,0,0,2,0,0,673,0,0,673,0
66,66,0,1055,15,0,0,630,93,0,12,0,0,232,0,1,0,0,0,0,986,0,0,986,0
67,67,0,717,0,0,0,210,270,0,28,0,0,125,0,2,0,0,0,0,657,0,0,657,0
68,68,0,704,11,0,0,223,276,0,36,0,0,84,0,2,0,4,0,0,640,0,0,640,0
69,69,0,1106,21,0,0,162,619,0,78,0,0,112,0,6,0,0,0,0,998,0,0,998,0
70,70,0,657,13,0,0,248,134,0,0,0,0,186,0,0,0,3,0,0,592,0,0,592,0
71,71,0,480,0,0,0,288,45,0,2,0,0,90,0,0,0,5,0,0,445,0,0,445,0
72,72,0,626,11,0,0,137,277,0,18,0,0,125,0,0,0,0,0,0,574,0,0,574,0
73,73,0,1095,20,0,0,223,417,0,118,0,0,189,0,7,0,0,0,0,979,0,0,979,0
74,74,0,1089,24,0,0,218,425,0,33,0,2,279,0,3,0,2,0,0,991,0,0,991,0
75,75,0,831,20,0,0,181,394,0,45,0,0,94,0,1,0,0,0,0,737,0,0,737,0
76,0,0,990,29,0,0,365,221,0,34,0,0,238,0,0,0,3,0,0,895,0,0,895,0
77,0,0,787,33,0,0,154,282,0,41,0,0,170,0,0,0,0,0,0,688,0,0,688,0
78,0,0,1125,0,0,0,587,54,0,40,0,3,286,0,0,0,3,0,0,1000,0,0,1000,0
79,79,0,888,0,0,0,471,56,0,33,0,2,234,0,7,0,2,0,0,816,0,0,816,0
80,80,0,780,9,0,0,149,177,0,0,0,0,287,0,2,0,0,0,0,625,0,0,625,0
81,81,0,695,11,0,0,173,162,0,0,0,0,245,0,0,0,0,0,0,591,0,0,591,0
82,82,0,991,22,0,0,298,245,0,0,0,2,237,0,2,0,0,0,0,817,0,0,817,0
83,83,0,765,18,0,0,188,264,0,0,0,0,200,0,2,0,0,0,0,681,0,0,681,0
84,84,0,1098,34,0,0,163,356,0,0,0,0,280,0,0,0,0,0,0,853,0,0,853,0
85,85,0,945,11,0,2,303,289,0,0,0,0,200,0,0,0,0,0,0,813,0,0,813,0
86,86,0,1119,37,0,0,211,412,0,18,0,0,303,0,4,0,0,0,0,1002,0,0,1002,0
87,87,0,983,27,0,0,219,478,0,0,0,0,177,0,3,2,0,0,0,917,0,0,917,0
88,88,0,652,26,0,0,146,327,0,0,0,0,106,0,1,0,0,0,0,616,0,0,616,0
89,89,0,572,0,0,0,156,207,0,59,0,0,92,0,2,0,0,0,0,524,0,0,524,0
90,90,0,491,9,0,0,131,239,0,2,0,0,54,0,0,0,0,0,0,437,0,0,437,0
91,91,0,740,12,0,0,165,328,0,78,0,0,92,0,5,0,0,0,0,685,0,0,685,0
92,92,0,934,18,0,0,523,90,0,23,0,0,179,0,1,0,0,0,0,839,0,0,839,0
93,93,0,648,12,0,0,46,140,0,0,0,2,281,0,7,0,0,0,0,501,0,0,501,0
94,94,0,898,21,0,0,35,156,0,0,0,5,440,0,5,0,0,0,0,670,0,0,670,0
95,95,0,1055,27,0,0,214,358,0,36,0,0,342,0,0,0,0,0,0,998,0,0,998,0
96,96,0,537,21,0,0,116,215,0,0,0,0,114,0,0,0,0,0,0,475,0,0,475,0
97,97,0,768,29,0,2,375,108,0,0,0,0,177,0,2,0,0,0,0,700,0,0,700,0
98,98,0,720,16,0,0,83,407,0,41,0,0,100,0,5,0,0,1,0,654,0,0,654,0
99,99,0,752,12,0,3,345,182,0,11,0,0,143,0,1,0,2,0,0,701,0,0,701,0
100,100,0,986,14,0,0,278,218,0,13,0,0,338,0,8,0,3,2,0,877,0,0,877,0
101,101,0,1112,14,0,0,266,441,0,88,0,0,162,0,4,0,2,0,0,979,0,0,979,0
102,102,0,1011,33,0,0,192,137,0,0,0,0,393,0,5,0,4,2,0,776,0,0,776,0
103,103,0,982,18,0,0,424,124,0,62,0,0,244,0,8,3,5,0,0,898,0,0,898,0
104,104,0,812,32,0,0,64,167,0,0,0,0,331,0,8,0,0,0,0,608,0,0,608,0
105,105,0,616,26,0,0,137,81,0,0,0,0,182,0,4,0,0,0,0,445,0,0,445,0
106,106,0,755,39,0,0,108,115,0,15,0,3,280,0,0,0,0,0,0,571,0,0,571,0
107,107,0,725,29,0,0,91,303,0,126,0,0,97,0,0,0,0,0,0,653,0,0,653,0
108,108,0,954,15,0,0,251,436,0,49,0,0,105,0,0,0,0,0,0,863,0,0,863,0
109,109,0,824,11,0,0,492,55,0,14,0,0,176,0,2,0,0,0,0,764,0,0,764,0
110,110,0,694,10,0,0,252,114,0,46,0,0,140,0,5,2,2,4,0,578,0,0,578,0
111,111,0,1011,11,0,0,462,187,0,0,0,0,212,0,2,0,0,0,0,889,0,0,889,0
112,112,0,499,0,0,0,138,194,0,9,0,0,81,0,5,0,0,0,0,437,0,0,437,0
113,113,0,999,12,0,0,402,261,0,5,0,0,199,0,6,0,3,0,0,894,0,0,894,0
114,114,0,1141,12,0,0,613,125,0,7,0,0,273,0,2,0,0,0,0,1040,0,0,1040,0
115,115,0,805,9,0,0,110,469,0,81,0,0,67,0,0,0,0,0,0,741,0,0,741,0
116,116,0,597,4,0,0,264,153,0,28,0,0,83,0,1,0,0,0,0,536,0,0,536,0
117,117,0,1150,3,0,0,769,78,0,1,0,0,192,0,3,0,0,0,0,1058,0,0,1058,0
118,118,0,915,8,0,0,207,459,0,27,0,0,102,0,1,0,0,0,0,811,0,0,811,0
119,119,0,1117,6,0,0,642,154,0,12,0,0,176,0,3,0,0,0,0,1000,0,0,1000,0
120,120,0,885,26,0,0,168,412,0,56,0,0,126,0,0,0,0,0,0,796,0,0,796,0
121,121,0,865,10,0,0,463,49,0,43,0,0,203,0,0,0,3,0,0,787,0,0,787,0
122,122,0,408,0,0,0,169,29,0,0,0,0,147,0,3,0,0,0,0,362,0,0,362,0
123,123,0,1141,36,0,0,208,605,0,66,0,0,65,0,2,0,0,2,0,995,0,0,995,0
124,124,0,988,29,0,0,415,184,0,23,0,0,250,0,3,0,0,0,0,909,0,0,909,0
125,125,0,926,201,0,0,184,306,0,55,0,0,234,0,1,0,0,0,0,809,0,0,809,0
126,126,0,1004,10,0,0,219,456,0,49,0,0,173,0,8,0,2,0,0,924,0,0,924,0
127,127,0,723,11,0,0,176,310,0,11,0,0,142,0,2,0,0,0,0,659,0,0,659,0
128,128,0,654,11,0,0,110,373,0,20,0,0,80,0,5,1,2,0,0,606,0,0,606,0
129,129,0,933,17,0,0,361,318,0,11,0,0,142,0,2,0,0,0,0,867,0,0,867,0
130,130,0,918,13,0,0,270,310,0,21,0,0,220,0,7,0,0,0,0,852,0,0,852,0
131,131,0,1082,18,0,0,341,354,0,42,0,0,208,0,0,0,3,0,0,980,0,0,980,0
132,132,0,768,12,0,0,302,137,0,19,0,0,223,0,0,0,0,0,0,707,0,0,707,0
133,133,0,755,3,0,0,433,71,0,21,0,0,165,0,2,0,0,1,0,700,0,0,700,0
134,134,0,780,8,0,2,330,138,0,30,0,3,169,0,4,0,2,0,0,687,0,0,687,0
135,135,0,1148,15,0,0,378,310,0,69,0,0,250,0,10,0,4,3,0,1050,0,0,1050,0
136,136,0,924,11,0,2,378,249,0,30,0,2,126,0,4,0,3,0,0,811,0,0,811,0
137,137,0,953,16,0,0,250,248,0,62,0,2,209,0,5,0,1,1,0,797,0,0,797,0
138,138,0,1008,14,0,0,316,334,0,52,0,0,165,0,2,0,5,2,0,896,0,0,896,0
139,139,0,767,40,0,0,225,52,0,34,0,3,263,0,3,0,2,3,0,629,0,0,629,0
140,140,0,667,12,0,0,269,32,0,0,0,0,239,0,1,0,0,0,0,567,0,0,567,0
141,141,0,925,22,0,0,230,377,0,59,0,2,131,0,5,0,2,0,0,834,0,0,834,0
142,142,0,1007,35,0,0,203,448,0,28,0,0,139,0,3,0,0,0,0,859,0,0,859,0
143,143,0,447,9,0,0,123,163,0,29,0,0,80,0,3,0,0,0,0,409,0,0,409,0
144,144,0,843,14,0,0,286,285,0,25,0,0,159,0,0,0,0,0,0,771,0,0,771,0
145,145,0,773,5,0,0,453,89,0,0,0,0,180,0,5,0,2,0,0,745,0,0,745,0
146,146,0,911,21,0,2,170,487,0,46,0,0,107,0,2,2,0,0,0,839,0,0,839,0
147,147,0,898,14,0,0,407,147,0,25,0,0,168,0,2,2,8,0,0,781,0,0,781,0
148,148,0,1075,13,0,0,420,295,0,54,0,0,191,0,3,2,0,0,0,983,0,0,983,0
149,149,0,1070,15,0,0,395,332,0,64,0,0,194,0,4,1,0,0,0,1012,0,0,1012,0
150,150,0,946,17,0,0,284,238,0,16,0,0,314,0,2,2,0,0,0,881,0,0,881,0
151,151,0,931,4,0,0,254,394,0,0,0,0,164,0,1,2,0,0,0,839,0,0,839,0
152,152,0,693,19,0,0,169,274,0,32,0,0,117,0,1,0,0,0,0,618,0,0,618,0
153,153,0,606,0,0,0,280,121,0,13,0,0,127,0,2,0,0,0,0,552,0,0,552,0
154,154,0,939,21,0,0,378,233,0,9,0,0,213,0,0,0,0,0,0,863,0,0,863,0
155,155,0,827,16,0,0,276,217,0,15,0,0,238,0,0,0,0,0,0,765,0,0,765,0
156,156,0,953,28,0,0,270,225,0,0,0,0,229,0,0,0,0,0,0,768,0,0,768,0
157,157,0,1051,27,0,2,343,156,0,0,0,3,275,0,0,0,2,0,0,819,0,0,819,0
158,158,0,803,46,0,0,184,147,0,5,0,2,186,0,3,0,0,0,0,576,0,0,576,0
159,159,0,1000,26,0,0,324,260,0,14,0,0,226,0,2,1,2,0,0,859,0,0,859,0
160,160,0,1108,32,0,0,347,152,0,0,0,2,334,0,0,0,0,2,0,886,0,0,886,0
161,161,0,706,18,0,0,192,157,0,0,0,0,221,0,1,0,2,0,0,599,0,0,599,0
162,162,0,1131,40,0,0,273,345,0,22,0,0,293,0,3,1,0,0,0,983,0,0,983,0
163,163,0,965,19,0,0,302,252,0,13,0,3,262,0,1,19,3,0,0,877,0,0,877,0
164,164,0,1115,25,0,0,281,371,0,73,0,0,236,0,6,1,3,0,0,998,0,0,998,0
165,165,0,926,15,0,0,347,265,0,16,0,0,201,0,9,2,9,0,0,867,0,0,867,0
166,166,0,996,43,0,0,198,336,0,20,0,0,245,0,3,2,1,0,0,852,0,0,852,0
167,167,0,1152,20,0,0,351,317,0,14,0,0,286,0,2,0,0,0,0,995,0,0,995,0
168,168,0,1010,25,0,0,356,196,0,16,0,0,295,0,0,0,2,0,0,902,0,0,902,0
169,169,0,914,19,0,0,246,206,0,18,0,0,275,0,0,0,2,0,0,775,0,0,775,0
170,170,0,1108,27,0,0,315,225,0,0,0,0,400,0,9,0,5,2,0,1010,0,0,1010,0
171,171,0,926,201,0,0,288,297,0,10,0,0,228,0,3,0,0,0,0,853,0,0,853,0
172,172,0,887,27,0,0,209,260,0,5,0,0,254,0,2,0,0,0,0,760,0,0,760,0
173,173,0,1003,18,0,0,281,275,0,8,0,0,287,0,0,0,0,0,0,874,0,0,874,0
174,174,0,721,12,0,0,192,153,0,33,0,0,213,0,2,0,0,2,0,610,0,0,610,0
175,175,0,1056,17,0,0,323,265,0,38,0,0,306,0,4,0,0,0,0,958,0,0,958,0
176,176,0,842,22,0,0,239,217,0,13,0,0,241,0,2,0,2,2,0,743,0,0,743,0
177,177,0,878,19,0,0,206,268,0,35,0,0,228,0,5,0,0,0,0,769,0,0,769,0
178,178,0,583,10,0,0,226,124,0,0,0,0,142,0,0,0,0,0,0,507,0,0,507,0
179,179,0,779,15,0,0,174,238,0,18,0,0,236,0,2,0,0,0,0,694,0,0,694,0
180,180,0,1004,17,0,10,365,164,0,11,0,0,322,0,0,0,0,0,0,901,0,0,901,0
181,181,0,1145,38,0,2,322,244,0,43,0,0,328,0,0,0,0,2,0,987,0,0,987,0
182,182,0,1063,23,0,0,226,422,0,55,0,0,222,0,9,0,0,0,0,960,0,0,960,0
183,183,0,760,23,0,0,145,295,0,58,0,0,169,0,7,0,3,4,0,712,0,0,712,0
184,184,0,985,37,0,0,233,313,0,21,0,0,293,0,2,0,0,0,0,914,0,0,914,0
185,185,0,993,30,0,0,175,355,0,13,0,0,319,0,3,0,0,0,0,902,0,0,902,0
186,186,0,676,9,0,0,150,313,0,24,0,0,96,0,3,0,0,0,0,605,0,0,605,0
187,187,0,835,18,0,0,220,278,0,74,0,0,144,0,6,0,5,0,0,750,0,0,750,0
188,188,0,964,11,0,0,246,338,0,0,0,0,217,0,0,0,0,0,0,826,0,0,826,0
189,189,0,1044,37,0,0,279,168,0,0,0,1,346,0,0,0,0,0,0,848,0,0,848,0
190,190,0,936,13,0,0,393,77,0,0,0,3,348,0,0,0,0,0,0,843,0,0,843,0
191,191,0,1037,20,0,0,382,157,0,10,0,3,358,0,0,0,0,0,0,940,0,0,940,0
192,192,0,1015,10,0,0,303,149,0,2,0,2,426,0,0,0,0,0,0,908,0,0,908,0
193,193,0,921,21,0,0,331,94,0,8,0,2,354,0,6,0,0,0,0,822,0,0,822,0
194,194,0,957,0,0,2,455,36,0,2,0,2,341,0,4,1,3,0,0,856,0,0,856,0
195,195,0,980,26,0,5,410,38,0,11,0,0,333,0,0,0,2,0,0,827,0,0,827,0
196,196,0,1070,21,0,2,387,79,0,0,0,0,382,0,3,0,2,0,0,881,0,0,881,0
197,197,0,763,13,0,0,156,278,0,30,0,0,142,0,2,1,0,0,0,626,0,0,626,0
198,198,0,1137,19,0,0,198,556,0,59,0,0,150,0,5,2,0,0,0,994,0,0,994,0
199,199,0,1032,33,0,0,361,157,0,22,0,0,270,0,3,0,0,0,0,857,0,0,857,0
200,200,0,1056,28,0,0,273,296,0,55,0,0,255,0,5,0,0,0,0,920,0,0,920,0
201,201,0,812,15,0,0,235,141,0,2,0,0,237,0,2,0,0,0,0,638,0,0,638,0
202,202,0,776,23,0,0,277,133,0,5,0,0,224,0,0,0,0,0,0,665,0,0,665,0
203,203,0,895,25,0,0,251,171,0,0,0,0,218,0,2,0,0,0,0,682,0,0,682,0
204,204,0,1058,38,0,0,315,190,0,0,0,0,337,0,0,0,0,0,0,896,0,0,896,0
205,205,0,1050,19,0,0,268,423,0,26,0,0,205,0,5,0,0,2,0,962,0,0,962,0
206,206,0,895,26,0,0,214,243,0,29,0,0,255,0,5,0,0,3,0,785,0,0,785,0
207,207,0,966,23,0,0,332,126,0,19,0,0,247,0,2,0,0,1,0,753,0,0,753,0
208,208,0,829,26,0,0,257,182,0,18,0,0,231,0,2,0,0,0,0,727,0,0,727,0
209,209,0,981,23,0,0,315,139,0,10,0,0,259,0,2,0,0,0,0,751,0,0,751,0
210,210,0,970,17,0,0,291,171,0,5,0,2,268,0,5,0,0,0,0,765,0,0,765,0
211,211,0,611,15,0,0,174,109,0,10,0,0,181,0,1,0,0,0,0,500,0,0,500,0
212,212,0,804,16,0,0,162,220,0,5,0,1,242,0,2,0,0,0,0,652,0,0,652,0
213,213,0,1005,24,0,0,261,167,0,1,0,2,365,0,4,0,0,0,0,832,0,0,832,0
214,214,0,889,10,0,0,519,48,0,5,0,2,211,0,5,2,0,0,0,821,0,0,821,0
215,215,0,814,0,0,0,444,76,0,4,0,2,199,0,2,3,0,0,0,745,0,0,745,0
216,216,0,821,13,0,0,217,353,0,27,0,0,107,0,5,0,0,0,0,727,0,0,727,0
217,217,0,843,20,0,0,195,299,0,33,0,0,201,0,2,0,0,3,0,756,0,0,756,0
218,218,0,1032,15,0,2,311,401,0,52,0,0,167,0,0,3,2,2,0,966,0,0,966,0
219,219,0,672,16,0,0,155,247,0,19,0,0,144,0,0,0,0,2,0,586,0,0,586,0
220,220,0,738,26,0,0,322,166,0,0,0,0,149,0,5,0,1,0,0,678,0,0,678,0
221,221,0,801,12,0,0,199,387,0,21,0,0,97,0,2,0,0,0,0,723,0,0,723,0
222,222,0,857,17,0,0,212,366,0,26,0,0,148,0,5,0,2,0,0,780,0,0,780,0
223,223,0,853,13,0,0,394,126,0,14,0,0,202,0,0,2,3,0,0,755,0,0,755,0
224,224,0,967,18,0,0,368,226,0,12,0,0,269,0,0,2,0,0,0,907,0,0,907,0
225,225,0,941,7,0,0,425,256,0,0,0,0,168,0,1,0,3,2,0,869,0,0,869,0
226,226,0,916,18,0,0,248,220,0,11,0,0,305,0,2,0,2,2,0,818,0,0,818,0
227,227,0,1111,14,0,0,403,273,0,0,0,0,294,0,0,0,0,0,0,1003,0,0,1003,0
228,228,0,1032,20,0,0,294,437,0,31,0,0,147,0,0,2,0,0,0,955,0,0,955,0
229,229,0,930,9,0,0,323,354,0,39,0,0,131,0,6,0,0,0,0,871,0,0,871,0
230,230,0,1069,25,0,0,449,210,0,18,0,0,276,0,5,0,0,3,0,995,0,0,995,0
231,231,0,773,15,0,0,294,303,0,11,0,0,109,0,01,2,0,0,0,740,0,0,740,0
232,232,0,644,16,0,2,211,227,0,14,0,0,119,0,3,3,0,0,0,597,0,0,597,0
233,233,0,937,22,0,0,227,368,0,0,0,0,206,0,2,1,0,0,0,834,0,0,834,0
234,234,0,1125,19,0,0,415,380,0,201,0,0,203,0,6,0,0,0,0,1050,0,0,1050,0
235,235,0,1043,17,0,0,243,381,0,62,0,0,202,0,12,2,0,0,0,931,0,0,931,0
236,236,0,949,22,0,2,366,302,0,14,0,0,170,0,1,2,0,0,0,882,0,0,882,0
237,237,0,899,13,0,0,290,249,0,22,0,0,250,0,2,0,0,2,0,837,0,0,837,0
238,238,0,1029,13,0,0,301,342,0,37,0,0,212,0,3,0,0,0,0,921,0,0,921,0
239,239,0,871,12,0,0,215,334,0,36,0,0,187,0,5,0,0,0,0,793,0,0,793,0
240,240,0,732,26,0,0,163,194,0,26,0,0,238,0,3,0,0,0,0,656,0,0,656,0
241,241,0,686,0,0,0,259,103,0,12,0,0,242,0,3,2,2,0,0,633,0,0,633,0
242,242,0,1098,25,0,0,384,306,0,2,0,0,279,0,2,1,3,0,0,1009,0,0,1009,0
243,243,0,734,17,0,2,288,175,0,7,0,0,171,0,0,2,3,0,0,670,0,0,670,0
244,244,0,781,9,0,0,300,206,0,3,0,3,158,0,4,1,0,0,0,692,0,0,692,0
245,245,0,780,11,0,0,307,213,0,7,0,0,157,0,1,2,3,0,0,704,0,0,704,0
246,246,0,463,7,0,0,101,255,0,14,0,0,41,0,0,0,0,0,0,420,0,0,420,0
247,247,0,834,10,0,0,272,355,0,41,0,0,99,0,3,0,0,0,0,781,0,0,781,0
248,248,0,844,14,0,0,413,182,0,35,0,0,137,0,0,0,0,0,0,784,0,0,784,0
249,249,0,783,15,0,0,273,233,0,0,0,0,181,0,2,0,0,0,0,715,0,0,715,0
250,250,0,755,5,0,0,246,301,0,13,0,0,125,0,2,0,0,0,0,696,0,0,696,0
251,251,0,763,23,0,0,175,376,0,39,0,0,88,0,8,0,0,0,0,718,0,0,718,0
252,252,0,913,11,0,0,333,330,0,25,0,0,136,0,0,0,0,0,0,848,0,0,848,0
253,253,0,704,8,0,0,224,260,0,20,0,0,114,0,0,0,2,0,0,634,0,0,634,0
254,254,0,957,4,0,0,548,160,0,2,0,0,195,0,0,0,0,0,0,915,0,0,915,0
255,255,0,787,11,0,0,289,273,0,15,0,0,137,0,0,0,0,0,0,729,0,0,729,0
256,256,0,995,14,0,0,348,315,0,0,0,0,235,0,3,2,5,0,0,932,0,0,932,0
257,257,0,523,10,0,0,249,143,0,0,0,0,77,0,1,0,0,0,0,485,0,0,485,0
258,258,0,647,12,0,0,110,335,0,24,0,0,91,0,3,2,0,0,0,585,0,0,585,0
259,259,0,825,4,0,0,431,100,0,13,0,0,201,0,8,2,0,0,0,763,0,0,763,0
260,260,0,708,12,0,0,204,239,0,16,0,0,147,0,3,2,3,0,0,633,0,0,633,0
261,261,0,787,20,0,0,299,218,0,20,0,0,142,0,7,2,0,0,0,720,0,0,720,0
262,262,0,766,7,0,0,442,74,0,35,0,0,137,0,0,0,0,0,0,703,0,0,703,0
263,263,0,360,5,0,0,104,127,0,35,0,0,48,0,6,0,0,0,0,326,0,0,326,0
264,264,0,609,25,0,0,202,131,0,60,0,0,115,0,0,0,0,0,0,545,0,0,545,0
265,265,0,834,10,0,0,329,128,0,44,0,0,228,0,0,0,0,0,0,749,0,0,749,0
266,266,0,963,17,0,0,408,115,0,27,0,0,298,0,2,0,4,0,0,882,0,0,882,0
267,267,0,726,9,0,0,369,98,0,0,0,0,175,0,2,2,5,0,0,671,0,0,671,0
268,268,0,1013,10,0,0,559,126,0,28,0,0,165,0,5,0,0,0,0,900,0,0,900,0
269,269,0,937,3,0,0,522,110,0,23,0,0,205,0,5,0,2,0,0,872,0,0,872,0
270,270,0,574,2,0,0,362,50,0,11,0,0,80,0,0,0,3,0,0,508,0,0,508,0
271,271,0,911,39,0,0,125,186,0,23,0,0,313,0,3,0,0,0,0,692,0,0,692,0
