Polling Station No,Candidate_1,Candidate_2,Candidate_3,Candidate_4,Candidate_5,Candidate_6,Candidate_7,Candidate_8,Candidate_9,Candidate_10,Candidate_11,Candidate_12,Candidate_13,Candidate_14,Total Valid Votes,Rejected Votes,NOTA,Total,Tendered Votes
45,178,26,67,0,0,177,0,0,0,0,0,0,0,2,2,450,0,450,0
46,56,9,29,1,0,53,0,0,0,0,0,0,0,4,4,152,0,152,0
47,84,21,60,0,0,86,0,0,0,0,0,0,0,5,5,256,0,256,0
48,127,21,49,0,0,181,0,0,0,0,1,0,0,4,4,383,0,383,0
49,120,22,85,0,0,131,0,0,0,0,0,0,0,3,3,361,0,361,0
50,116,14,45,1,0,124,0,0,0,1,1,0,0,1,1,303,0,303,0
51,85,21,33,0,2,96,0,0,0,1,0,1,0,3,3,242,0,242,0
52,52,16,22,0,1,48,0,0,0,0,0,0,0,1,1,140,0,140,0
53,106,27,116,1,0,265,1,0,1,0,2,1,1,2,2,523,0,523,0
54,62,20,100,1,0,295,0,0,0,0,0,0,0,1,1,479,0,479,0
55,182,27,195,1,0,351,0,0,0,2,0,0,2,0,0,760,0,760,0
56,114,18,59,1,1,79,1,1,0,0,0,0,0,3,3,277,0,277,0
57,164,4,34,0,1,44,2,0,0,0,0,0,0,2,2,251,0,251,0
58,120,24,374,2,0,370,2,0,0,0,0,1,0,0,0,893,0,893,0
59,144,17,285,0,6,195,2,0,0,1,2,4,2,2,2,660,0,660,0
60,425,13,104,1,0,174,0,0,1,0,0,0,0,2,2,720,0,720,0
61,414,16,167,1,1,299,0,0,1,0,1,2,0,9,9,911,0,911,0
62,284,25,135,2,2,241,1,0,0,2,1,0,1,2,2,696,0,696,0
63,359,23,306,3,3,370,5,2,1,0,1,4,0,5,5,1082,0,1082,0
64,376,14,148,0,9,236,5,1,1,1,0,2,2,5,5,800,0,800,0
65,277,15,94,20,0,223,3,0,1,2,1,1,0,2,2,639,0,639,0
66,199,23,123,12,0,232,1,0,2,0,1,0,2,2,2,597,0,597,0
67,352,40,317,15,4,327,3,1,0,2,0,3,2,9,9,1075,0,1075,0
68,230,16,163,9,2,274,2,0,0,2,1,4,0,1,1,704,0,704,0
69,134,10,356,0,2,236,0,0,1,0,0,1,2,7,7,749,0,749,0
70,243,16,336,2,0,217,1,0,0,0,0,4,0,2,2,821,0,821,0
71,83,14,184,1,4,112,1,0,0,0,0,0,0,1,1,400,0,400,0
72,226,11,265,2,1,198,2,0,0,0,2,4,0,4,4,715,0,715,0
73,188,9,175,0,0,187,0,0,1,0,0,1,0,6,6,567,0,567,0
74,222,12,276,0,2,190,1,0,0,0,1,1,2,0,0,707,0,707,0
75,157,9,216,1,1,202,0,1,0,0,0,0,0,0,0,587,0,587,0
76,150,11,166,2,1,151,0,0,1,0,0,2,0,0,0,484,0,484,0
77,145,6,202,3,0,146,1,0,0,1,1,0,0,0,0,505,0,505,0
78,293,53,218,2,0,324,2,2,1,2,5,2,3,5,5,912,0,912,0
79,67,11,210,1,1,78,1,0,1,0,1,0,0,2,2,373,0,373,0
80,238,17,282,2,1,291,2,0,1,0,3,1,1,1,1,840,0,840,0
81,310,16,230,1,3,229,2,1,1,0,0,1,2,1,1,797,0,797,0
82,266,20,499,0,1,163,1,0,0,0,1,0,1,5,5,957,0,957,0
83,243,14,397,0,1,169,0,1,0,0,0,0,1,6,6,832,0,832,0
84,215,14,397,2,1,127,2,0,0,0,0,3,0,1,1,762,0,762,0
85,253,16,348,0,0,176,1,1,0,0,2,1,2,4,4,804,0,804,0
86,197,11,115,0,2,126,0,0,1,0,0,0,0,2,2,454,0,454,0
87,110,14,183,1,1,208,0,0,0,0,0,0,0,0,0,517,0,517,0
88,96,10,221,0,1,173,0,2,1,0,0,0,0,0,0,504,0,504,0
89,69,14,152,0,1,218,1,0,2,0,0,0,1,0,0,458,0,458,0
90,669,7,124,0,4,191,1,1,0,0,0,3,0,3,3,1003,0,1003,0
91,130,7,325,1,0,121,0,0,0,0,0,1,0,1,1,586,0,586,0
92,164,3,169,2,1,88,2,0,0,0,1,4,0,0,0,434,0,434,0
93,87,8,285,1,1,125,0,1,0,0,0,0,0,4,4,512,0,512,0
94,29,3,410,2,0,43,0,0,0,0,0,1,0,1,1,489,0,489,0
95,240,13,364,0,3,223,2,0,1,0,0,0,1,2,2,849,0,849,0
96,213,0,137,1,3,134,0,0,0,0,0,0,1,0,0,489,0,489,0
97,174,18,301,1,0,118,1,0,1,0,0,0,0,0,0,614,0,614,0
98,73,7,104,0,0,68,1,0,0,0,0,0,0,0,0,253,0,253,0
99,144,16,140,0,0,122,2,0,0,0,0,1,0,2,2,427,0,427,0
100,267,21,209,0,1,236,0,0,0,0,0,1,1,1,1,737,0,737,0
101,142,16,168,0,0,153,0,0,1,0,0,0,0,1,1,481,0,481,0
102,186,19,260,1,2,170,1,1,0,1,0,3,0,2,2,646,0,646,0
103,270,30,329,1,1,244,1,0,0,1,3,3,0,2,2,885,0,885,0
104,224,43,156,0,0,180,2,0,0,0,0,0,0,4,4,609,0,609,0
105,142,23,198,1,0,81,0,0,0,0,0,0,0,1,1,446,0,446,0
106,109,5,196,0,0,92,0,0,2,1,0,0,0,1,1,406,0,406,0
107,236,14,257,3,2,196,0,0,0,1,0,1,0,2,2,712,0,712,0
108,315,8,185,0,0,195,2,0,0,0,0,0,1,2,2,708,0,708,0
109,153,13,351,2,4,251,0,0,0,1,1,0,0,2,2,778,0,778,0
110,148,13,166,0,1,136,0,0,0,0,0,0,0,1,1,465,0,465,0
111,134,18,375,3,8,160,2,0,1,0,0,3,0,2,2,706,0,706,0
112,261,7,105,1,5,240,0,0,0,0,1,0,2,3,3,625,0,625,0
113,176,14,235,0,0,127,0,0,0,0,0,0,0,0,0,552,0,552,0
114,79,38,285,1,37,162,2,0,0,2,1,2,1,2,2,612,0,612,0
115,226,4,245,0,1,143,0,0,0,0,0,0,0,2,2,621,0,621,0
116,379,10,301,2,4,300,3,0,0,2,0,1,1,6,6,1009,0,1009,0
117,137,26,374,1,0,276,1,0,0,1,2,0,0,2,2,820,0,820,0
118,177,21,179,0,1,141,2,0,0,0,0,1,0,2,2,524,0,524,0
119,169,23,206,0,0,177,1,0,2,0,0,1,0,3,3,582,0,582,0
120,144,29,165,5,0,171,3,0,0,0,1,1,0,0,0,519,0,519,0
121,267,36,262,2,0,240,0,0,0,2,1,2,1,3,3,816,0,816,0
122,242,9,294,1,2,171,3,1,0,0,0,1,1,2,2,727,0,727,0
123,174,9,213,1,0,171,0,0,1,0,1,0,0,0,0,570,0,570,0
124,263,8,222,1,3,131,0,0,1,0,0,0,2,1,1,632,0,632,0
125,251,28,225,0,2,359,0,0,0,2,0,1,0,2,2,870,0,870,0
126,327,15,246,1,7,360,4,0,1,0,1,3,1,4,4,970,0,970,0
127,205,15,408,3,3,156,0,0,2,0,1,1,0,5,5,799,0,799,0
128,111,10,114,2,0,98,0,1,0,0,0,0,1,0,0,337,0,337,0
129,194,19,602,1,5,149,0,0,0,0,0,4,1,2,2,977,0,977,0
130,130,17,233,1,4,163,0,0,0,0,1,1,0,4,4,554,0,554,0
131,194,11,221,0,5,162,0,0,0,0,1,0,1,3,3,598,0,598,0
132,157,6,311,2,2,132,1,0,0,0,0,2,0,3,3,616,0,616,0
133,143,4,191,1,1,81,1,0,0,0,1,0,0,4,4,427,0,427,0
134,190,17,214,1,1,211,1,0,0,0,0,7,3,3,3,648,0,648,0
135,215,11,242,0,3,146,1,0,0,0,0,2,1,1,1,622,0,622,0
136,254,12,330,1,3,222,1,0,0,0,1,3,0,2,2,829,0,829,0
137,119,11,277,2,0,126,1,0,1,2,0,1,0,9,9,549,0,549,0
138,198,10,223,0,0,127,1,0,0,0,0,4,1,3,3,567,0,567,0
139,191,10,152,1,1,169,0,0,1,1,0,1,0,0,0,527,0,527,0
140,279,27,356,0,1,172,3,2,0,2,0,3,1,3,3,849,0,849,0
141,198,24,199,1,0,176,1,0,0,1,0,0,0,2,2,602,0,602,0
142,197,34,154,0,1,209,0,0,1,0,0,0,0,1,1,597,0,597,0
143,128,19,288,2,5,222,1,0,0,0,2,1,2,2,2,672,0,672,0
144,229,11,163,1,2,150,1,0,1,1,1,2,0,6,6,568,0,568,0
145,367,6,161,0,0,187,2,0,0,0,0,0,0,3,3,726,0,726,0
146,135,11,130,4,1,126,1,1,0,0,0,1,2,0,0,412,0,412,0
147,76,3,122,0,1,157,0,0,1,0,1,0,0,2,2,363,0,363,0
148,168,11,192,1,2,358,6,3,2,2,1,0,1,0,0,747,0,747,0
149,228,22,325,3,0,217,0,0,0,0,0,1,2,6,6,804,0,804,0
150,123,16,355,2,1,195,1,0,0,0,0,1,0,5,5,699,0,699,0
151,186,8,173,1,1,259,0,1,0,1,0,1,2,1,1,634,0,634,0
152,318,7,176,1,1,234,1,0,1,0,0,2,0,4,4,745,0,745,0
153,239,16,107,0,2,164,0,0,0,0,0,0,0,3,3,531,0,531,0
154,337,24,127,0,1,236,1,0,0,0,1,0,1,1,1,729,0,729,0
155,199,25,105,1,0,161,0,0,0,1,1,1,0,2,2,496,0,496,0
156,132,14,239,0,0,199,1,0,2,0,0,0,0,2,2,589,0,589,0
157,130,6,123,2,0,156,0,0,0,0,0,0,0,0,0,417,0,417,0
158,163,11,154,0,0,193,1,0,1,0,0,0,0,5,5,528,0,528,0
159,134,33,166,1,0,274,3,0,1,1,0,0,0,4,4,617,0,617,0
160,254,9,101,0,2,210,1,0,1,0,0,1,0,0,0,579,0,579,0
161,184,15,52,1,1,176,0,0,0,0,0,0,0,0,0,429,0,429,0
162,128,8,150,0,0,228,2,0,0,1,0,0,0,6,6,523,0,523,0
163,83,10,252,0,0,245,0,0,0,0,1,3,0,3,3,597,0,597,0
164,200,18,313,2,6,353,2,0,2,0,0,1,0,1,1,898,0,898,0
165,317,30,227,1,5,330,3,1,2,1,2,2,1,2,2,924,0,924,0
166,349,19,168,3,1,261,0,1,1,1,2,2,1,6,6,815,0,815,0
167,112,11,205,1,1,440,2,0,0,0,0,0,0,2,2,774,0,774,0
168,296,12,144,1,2,250,2,0,0,1,1,0,0,6,6,715,0,715,0
169,517,15,207,3,3,212,1,0,1,0,2,3,1,0,0,965,0,965,0
170,164,15,403,1,0,200,3,0,0,0,1,1,0,1,1,789,0,789,0
171,137,8,101,0,0,88,0,1,1,0,0,0,0,0,0,336,0,336,0
172,192,3,101,1,1,154,0,2,0,0,0,1,1,0,0,456,0,456,0
173,265,8,87,0,0,166,1,0,0,0,1,0,0,0,0,528,0,528,0
174,148,8,250,2,1,154,0,2,0,0,0,2,2,2,2,571,0,571,0
175,93,13,169,1,0,144,1,0,1,0,0,0,0,4,4,426,0,426,0
176,82,21,117,0,1,229,3,0,0,0,2,1,0,0,0,456,0,456,0
177,150,14,138,1,1,289,1,0,0,2,0,2,1,1,1,600,0,600,0
178,83,22,147,1,2,275,1,1,1,0,0,1,0,1,1,535,0,535,0
179,283,19,195,1,1,239,1,1,1,0,0,2,0,5,5,748,0,748,0
180,394,15,217,2,1,305,1,0,0,0,2,0,0,2,2,939,0,939,0
181,383,8,305,1,1,251,2,1,0,0,2,2,0,10,10,966,0,966,0
182,321,13,245,0,0,258,1,0,0,0,1,5,1,4,4,849,0,849,0
183,174,6,274,0,1,147,0,0,2,1,0,1,0,6,6,612,0,612,0
184,299,25,373,4,1,269,2,1,0,0,1,1,0,6,6,982,0,982,0
185,214,7,252,0,5,254,6,1,1,0,2,2,0,6,6,750,0,750,0
186,227,22,306,1,2,267,0,1,0,0,0,3,2,7,7,838,0,838,0
187,117,9,129,2,0,95,0,0,0,0,2,1,0,3,3,358,0,358,0
188,236,14,122,1,0,227,1,1,1,0,0,0,0,4,4,607,0,607,0
189,194,12,137,2,1,141,1,0,0,0,0,1,0,3,3,492,0,492,0
190,201,22,478,1,0,195,0,0,0,1,2,0,0,3,3,903,0,903,0
191,317,8,185,0,3,144,3,0,1,0,1,0,0,1,1,663,0,663,0
192,195,19,119,0,1,108,1,0,0,0,0,0,1,2,2,446,0,446,0
193,239,29,251,3,1,286,0,0,0,0,2,2,0,3,3,816,0,816,0
194,290,19,383,3,3,278,5,3,1,1,0,2,2,2,2,992,0,992,0
195,283,18,285,0,2,242,1,0,1,1,1,2,1,2,2,839,0,839,0
196,175,14,154,3,1,183,1,0,0,1,0,0,2,0,0,534,0,534,0
197,124,16,167,0,0,185,1,0,0,1,1,2,1,0,0,498,0,498,0
198,176,3,98,1,5,164,1,1,0,1,0,1,0,4,4,455,0,455,0
199,240,17,229,1,2,348,5,0,0,0,0,1,2,5,5,850,0,850,0
200,278,17,234,5,1,259,1,1,0,0,0,3,0,1,1,800,0,800,0
201,366,30,203,1,5,219,1,0,0,2,1,1,1,5,5,835,0,835,0
202,161,11,245,1,1,294,1,0,0,0,0,1,0,4,4,719,0,719,0
203,265,16,208,1,1,390,0,0,0,0,1,0,0,1,1,883,0,883,0
204,229,13,259,0,0,216,0,0,1,0,1,5,1,3,3,728,0,728,0
205,231,9,247,3,1,289,0,0,0,0,0,1,0,1,1,782,0,782,0
206,151,11,206,0,0,211,1,0,1,0,1,1,2,7,7,592,0,592,0
207,180,7,93,2,1,95,0,0,0,0,0,0,1,3,3,382,0,382,0
208,265,25,128,3,1,181,2,0,0,1,0,2,0,2,2,610,0,610,0
209,102,11,153,5,1,194,2,0,0,1,1,1,0,5,5,476,0,476,0
210,196,19,266,1,0,336,4,0,0,0,1,0,0,3,3,826,0,826,0
211,176,12,367,1,0,142,2,1,0,0,0,2,1,0,0,704,0,704,0
212,253,16,93,0,0,166,0,0,0,0,0,1,1,0,0,530,0,530,0
213,93,14,220,1,3,242,0,0,1,0,0,1,0,0,0,575,0,575,0
214,169,18,172,3,1,267,1,0,1,1,1,1,0,2,2,637,0,637,0
215,191,11,206,0,0,222,1,1,1,0,0,1,2,2,2,638,0,638,0
216,142,25,244,2,0,315,1,1,1,0,4,0,1,6,6,742,0,742,0
217,165,25,146,4,2,297,0,0,0,1,0,1,0,10,10,651,0,651,0
218,85,32,262,1,2,243,0,1,0,1,3,0,0,11,11,641,0,641,0
219,244,40,211,2,0,213,3,0,2,0,1,1,0,4,4,721,0,721,0
220,168,27,233,0,1,337,1,0,0,0,1,1,1,4,4,774,0,774,0
221,134,18,118,1,0,163,0,0,1,0,1,0,2,2,2,440,0,440,0
222,160,30,206,2,0,172,0,0,0,1,0,2,1,4,4,578,0,578,0
223,135,28,154,1,1,246,3,0,0,0,1,3,0,2,2,574,0,574,0
224,195,19,245,1,0,239,2,0,0,0,0,2,0,1,1,704,0,704,0
225,133,9,156,1,3,194,1,0,1,1,0,1,0,3,3,503,0,503,0
226,336,18,217,1,5,295,0,0,0,0,0,2,2,3,3,879,0,879,0
227,113,5,421,1,0,128,0,0,0,1,1,3,0,5,5,678,0,678,0
228,216,13,130,4,1,137,0,1,0,0,0,0,0,2,2,504,0,504,0
229,136,13,344,1,1,204,1,0,0,0,0,11,2,0,0,713,0,713,0
230,109,20,279,3,3,142,1,0,0,1,1,0,1,4,4,564,0,564,0
231,93,13,172,0,1,183,1,0,0,1,2,1,0,2,2,469,0,469,0
232,182,14,154,1,1,162,1,2,1,0,0,3,1,0,0,522,0,522,0
233,397,19,183,1,4,270,2,0,0,0,1,4,2,8,8,891,0,891,0
234,83,3,313,0,0,86,0,0,0,0,0,0,0,1,1,486,0,486,0
235,206,10,158,1,0,162,1,0,0,0,1,0,1,1,1,541,0,541,0
236,203,21,222,3,1,236,2,0,1,0,0,7,0,2,2,698,0,698,0
237,258,14,269,3,1,397,2,0,0,0,0,1,0,3,3,948,0,948,0
238,180,37,124,0,2,232,0,0,1,0,0,0,0,1,1,577,0,577,0
239,71,14,131,2,3,158,1,0,1,1,1,2,1,3,3,389,0,389,0
240,169,17,150,0,1,181,1,0,0,1,1,0,0,3,3,524,0,524,0
241,252,36,212,0,3,356,2,0,0,2,0,2,0,6,6,871,0,871,0
242,130,9,232,0,2,146,0,2,0,0,1,2,2,7,7,533,0,533,0
243,224,20,216,2,4,294,2,0,2,3,1,3,0,3,3,774,0,774,0
244,170,9,213,0,1,102,0,0,0,0,0,1,0,0,0,496,0,496,0
245,229,13,467,1,0,141,1,0,0,0,1,3,2,3,3,861,0,861,0
246,230,45,371,0,1,260,1,0,1,2,1,0,1,2,2,915,0,915,0
247,272,42,339,3,0,242,4,0,0,0,1,1,0,5,5,909,0,909,0
248,253,14,330,2,1,242,0,0,1,0,0,2,0,1,1,846,0,846,0
249,155,4,88,0,1,105,0,0,0,0,1,0,0,2,2,356,0,356,0
250,231,29,244,3,0,190,1,1,0,0,0,0,0,0,0,699,0,699,0
251,167,16,128,0,1,112,0,0,0,0,0,1,0,1,1,426,0,426,0
252,92,9,166,0,0,127,0,0,1,0,1,0,1,1,1,398,0,398,0
253,118,8,176,3,1,144,0,0,0,0,0,0,0,2,2,452,0,452,0
254,247,27,136,1,1,192,0,0,1,0,0,0,0,2,2,607,0,607,0
255,288,21,203,0,2,296,3,1,1,0,0,9,0,3,3,827,0,827,0
256,70,8,444,1,0,113,0,0,0,0,1,2,0,1,1,640,0,640,0
257,243,34,358,3,1,189,2,1,0,0,0,3,0,1,1,835,0,835,0
258,130,9,226,1,0,187,2,0,0,1,2,0,1,1,1,560,0,560,0
259,131,6,248,1,5,217,0,0,1,0,0,2,0,2,2,613,0,613,0
260,86,9,142,0,0,60,0,0,0,0,0,2,0,1,1,300,0,300,0
261,256,10,337,2,2,217,0,0,1,1,2,2,0,4,4,834,0,834,0
262,148,5,127,1,1,155,7,0,0,0,0,1,0,2,2,447,0,447,0
263,287,5,104,0,3,164,4,0,0,0,1,0,2,1,1,571,0,571,0
264,228,30,217,2,0,277,1,1,0,0,0,0,1,1,1,758,0,758,0
265,151,13,214,3,0,208,2,1,0,0,1,3,0,2,2,598,0,598,0
266,115,11,242,0,1,164,1,0,0,0,0,2,1,3,3,540,0,540,0
267,277,27,202,0,1,246,1,1,1,0,1,4,3,6,6,770,0,770,0
268,211,4,368,1,2,199,1,1,1,0,0,3,0,5,5,796,0,796,0
269,102,36,104,1,0,98,0,1,1,1,0,0,2,1,1,347,0,347,0
270,271,30,494,4,2,222,3,0,1,0,0,2,0,2,2,1031,0,1031,0
271,219,14,175,2,2,323,0,0,0,0,1,1,0,2,2,739,0,739,0
272,107,20,453,1,2,115,1,0,0,0,0,0,0,3,3,702,0,702,0
273,135,6,434,0,2,200,0,0,0,0,0,4,0,3,3,784,0,784,0
274,150,17,450,2,2,217,2,1,0,1,0,1,0,2,2,845,0,845,0
275,400,16,106,1,4,135,1,0,0,0,0,0,0,2,2,665,0,665,0
276,362,4,149,0,2,188,2,0,2,0,1,2,2,3,3,717,0,717,0
277,145,11,339,0,2,210,0,0,1,1,1,0,0,1,1,711,0,711,0
278,418,20,83,1,1,159,0,0,0,0,0,0,3,7,7,692,0,692,0
279,195,34,308,3,0,251,2,2,0,0,0,3,0,6,6,804,0,804,0
280,112,24,260,3,4,194,2,0,0,0,0,2,1,1,1,603,0,603,0
281,188,16,250,1,2,171,1,0,0,0,0,3,0,1,1,633,0,633,0
282,294,37,256,1,1,266,1,0,3,1,1,1,0,0,0,862,0,862,0
283,231,32,210,0,4,182,2,0,0,0,0,0,1,2,2,664,0,664,0
284,251,28,307,2,1,267,0,0,0,0,1,2,0,7,7,866,0,866,0
285,115,14,83,2,0,104,0,0,0,0,0,0,0,2,2,320,0,320,0
286,298,6,171,0,0,170,2,0,1,0,0,0,0,1,1,649,0,649,0
287,191,7,197,0,1,185,1,1,0,0,0,0,1,3,3,587,0,587,0
288,,,,,,,,,,,,,,,,0,,0,0
289,,,,,,,,,,,,,,,,0,,0,0
290,,,,,,,,,,,,,,,,0,,0,0
291,,,,,,,,,,,,,,,,0,,0,0
292,,,,,,,,,,,,,,,,0,,0,0
293,,,,,,,,,,,,,,,,0,,0,0
294,,,,,,,,,,,,,,,,0,,0,0
