Polling Station No,Candidate_1,Candidate_2,Candidate_3,Candidate_4,Candidate_5,Candidate_6,Candidate_7,Candidate_8,Candidate_9,Candidate_10,Candidate_11,Candidate_12,Candidate_13,Candidate_14,Total Valid Votes,Rejected Votes,NOTA,Total,Tendered Votes
107,51,165,115,1,6,162,1,3,1,0,1,1,0,2,509,0,2,511,
108,42,150,116,1,4,124,1,0,0,1,1,2,1,0,443,0,1,444,
109,42,176,93,2,4,145,1,0,0,0,2,0,1,2,468,0,1,469,
110,15,86,97,1,6,60,0,0,1,0,1,4,0,0,271,0,0,271,
111,44,162,165,0,5,86,0,0,0,0,0,0,0,0,462,0,1,463,
112,35,78,86,0,2,79,0,0,0,0,0,1,0,1,282,0,0,282,
113,35,194,159,1,3,105,0,0,0,0,1,0,1,2,501,0,0,501,
114,43,122,93,0,2,107,3,0,1,1,0,2,0,0,374,0,2,376,
115,27,115,107,1,0,79,0,0,0,1,0,3,1,1,335,0,0,335,
116,58,150,173,2,4,152,0,2,0,7,0,0,0,0,548,0,2,550,
117,59,142,124,1,6,127,1,7,0,3,0,2,1,0,473,0,4,477,
118,89,286,194,1,12,246,5,1,3,1,1,3,3,2,847,0,2,849,
119,107,227,198,4,3,118,1,0,0,0,0,1,2,1,662,0,1,663,
120,88,126,161,3,10,135,46,1,0,0,1,1,2,0,574,0,1,575,
121,43,104,104,2,7,117,28,2,2,0,0,1,1,0,411,0,1,412,
122,44,212,166,0,6,154,3,0,0,1,0,0,3,0,589,0,0,589,
123,61,186,91,1,1,125,7,1,0,0,0,3,0,1,477,0,3,480,
124,38,192,109,0,6,193,1,3,1,1,0,3,2,3,552,0,0,552,
125,18,115,96,2,0,107,0,1,0,0,0,2,1,2,344,0,1,345,
126,90,171,106,1,2,188,4,0,0,0,0,2,0,1,565,0,2,567,
127,91,200,170,1,7,349,7,0,3,2,1,6,3,1,841,0,0,841,
128,98,188,95,1,10,212,1,0,1,2,0,1,1,1,611,0,1,612,
129,12,118,62,1,1,69,0,0,0,0,0,1,0,1,265,0,2,267,
130,81,202,189,1,6,333,3,0,1,1,4,1,0,0,822,0,3,825,
131,15,88,80,1,3,120,1,1,1,0,0,2,4,2,318,0,2,320,
132,42,114,74,2,2,150,1,1,0,4,1,2,0,3,396,0,1,397,
133,19,117,62,1,5,149,2,0,1,0,0,3,0,0,359,0,0,359,
134,63,154,115,0,4,124,1,1,0,0,1,0,1,0,464,0,2,466,
135,84,97,147,2,2,217,6,0,2,1,1,1,0,1,561,0,0,561,
136,10,53,64,1,1,66,2,0,1,0,0,1,0,0,199,0,1,200,
137,55,111,184,2,4,199,0,0,0,1,1,4,1,3,565,0,6,571,
138,62,158,145,1,2,90,3,1,0,0,1,0,2,2,467,0,0,467,
139,38,180,97,3,4,126,2,1,0,1,0,1,0,0,453,0,2,455,
140,52,178,96,4,5,173,3,0,0,1,1,2,1,1,517,0,1,518,
141,75,256,228,4,6,187,3,0,1,0,0,2,1,1,764,0,2,766,
142,103,248,145,1,4,196,5,1,0,0,0,5,0,1,709,0,0,709,
143,156,79,163,4,6,259,2,0,3,3,3,6,2,4,690,0,4,694,
144,113,61,101,2,3,115,3,0,2,1,4,7,0,2,414,0,6,420,
145,95,211,187,3,12,298,11,2,2,0,2,10,2,0,835,0,7,842,
146,44,159,99,4,5,167,11,0,0,1,1,3,0,1,495,0,3,498,
147,59,256,106,1,4,185,0,1,1,0,1,1,2,3,620,0,3,623,
148,23,79,62,0,1,95,0,0,0,0,0,0,0,0,260,0,1,261,
149,60,205,177,1,2,254,2,0,2,1,2,4,0,0,710,0,1,711,
150,52,203,116,6,4,220,2,0,0,0,1,1,1,2,608,0,3,611,
151,27,102,52,1,4,132,0,0,1,1,3,1,0,0,324,0,0,324,
152,35,182,97,1,9,187,11,0,1,0,2,0,0,0,525,0,1,526,
153,17,118,42,0,6,125,0,1,0,0,1,2,0,1,313,0,0,313,
154,40,312,91,0,4,184,0,0,1,0,0,1,0,0,633,0,1,634,
155,33,171,57,0,2,135,3,0,0,1,0,0,1,1,404,0,1,405,
156,24,163,74,0,3,154,5,1,0,0,1,0,1,0,426,0,0,426,
157,27,387,37,4,2,183,1,2,2,0,0,0,0,1,646,0,2,648,
158,12,106,21,0,0,103,0,0,0,0,0,0,0,1,243,0,0,243,
159,33,314,112,2,5,154,3,4,0,1,1,2,10,0,641,0,1,642,
160,51,260,81,2,4,128,0,0,0,0,6,0,0,0,532,0,1,533,
161,44,264,170,1,1,169,2,1,2,1,2,0,3,0,660,0,0,660,
162,49,141,216,4,6,177,3,1,1,0,0,4,0,0,602,0,2,604,
163,31,135,155,5,4,127,4,0,1,0,2,6,2,1,473,0,5,478,
164,38,143,149,0,1,103,1,0,2,1,0,5,6,2,451,0,0,451,
165,25,190,78,0,3,98,2,0,0,0,0,0,0,1,397,0,0,397,
166,39,198,89,0,2,214,1,0,0,1,0,2,2,0,548,0,1,549,
167,30,168,141,1,4,189,3,0,2,0,1,2,1,0,542,0,2,544,
168,46,167,94,1,0,226,1,3,0,2,1,3,1,4,549,0,1,550,
169,87,285,192,2,1,175,1,2,0,2,1,1,1,3,753,0,1,754,
170,29,174,234,2,7,184,6,1,3,2,2,2,2,5,653,0,7,660,
171,56,149,83,1,6,133,1,1,2,1,0,1,0,1,435,0,4,439,
172,48,157,176,2,4,135,9,2,0,2,2,2,2,1,542,0,3,545,
173,47,228,113,2,7,211,9,1,1,1,0,0,1,2,623,0,1,624,
174,68,232,96,1,10,197,10,2,1,1,0,3,3,1,625,0,4,629,
175,46,172,166,1,3,164,13,1,0,0,0,1,0,0,567,0,5,572,
176,40,158,77,1,2,149,13,0,3,0,0,0,0,1,444,0,2,446,
177,63,267,97,6,8,307,4,3,2,2,2,1,0,0,762,0,5,767,
178,78,137,107,2,2,317,3,5,1,4,1,4,1,0,662,0,0,662,
179,17,120,47,2,0,140,0,0,1,0,0,0,2,0,329,0,1,330,
180,56,240,79,1,2,258,6,0,3,2,2,2,0,2,653,0,2,655,
181,57,241,135,1,2,399,1,1,0,0,2,0,1,0,840,0,5,845,
182,78,208,174,1,5,228,12,4,0,0,0,3,2,2,717,0,1,718,
183,72,165,91,1,7,148,1,0,4,1,3,2,1,3,499,0,2,501,
184,67,187,129,2,1,274,3,2,1,1,4,2,2,2,677,0,5,682,
185,38,97,166,0,4,161,1,0,0,1,0,1,1,1,471,0,3,474,
186,37,128,148,2,7,193,0,1,0,0,0,4,0,0,520,0,1,521,
187,90,274,201,0,8,380,0,2,1,0,4,1,1,1,963,0,2,965,
188,65,194,172,2,7,231,24,1,1,3,1,8,1,2,712,0,4,716,
189,40,162,122,3,3,222,1,0,0,0,0,2,0,0,555,0,3,558,
190,46,89,74,1,5,224,2,0,0,2,1,1,2,1,448,0,3,451,
191,98,91,133,1,9,268,4,0,0,2,3,3,3,1,616,0,5,621,
192,57,99,51,4,9,151,1,1,0,1,0,3,2,0,379,0,0,379,
193,45,108,123,4,0,158,1,1,1,0,0,0,2,2,445,0,0,445,
194,75,165,141,1,4,353,4,1,5,0,1,2,0,3,755,0,4,759,
195,21,70,36,0,2,156,0,0,0,0,0,0,1,2,288,0,1,289,
196,45,156,150,3,5,205,0,1,1,0,0,0,0,0,566,0,2,568,
197,33,112,106,1,1,177,4,0,0,0,1,1,0,0,436,0,3,439,
198,36,146,105,2,3,202,0,0,0,1,0,0,0,0,495,0,2,497,
199,17,134,53,1,0,148,1,0,0,0,0,0,0,0,354,0,0,354,
200,42,210,116,2,2,195,1,0,0,0,1,0,0,1,570,0,5,575,
201,28,135,48,0,8,165,1,0,1,2,0,0,0,2,390,0,3,393,
202,52,165,53,1,3,234,0,3,0,1,0,2,1,1,516,0,6,522,
203,44,231,45,1,5,208,1,1,0,6,1,0,0,1,544,0,1,545,
204,32,126,69,2,3,143,5,0,0,1,0,0,1,0,382,0,1,383,
205,42,194,109,0,8,226,4,3,1,0,1,0,0,2,590,0,0,590,
206,29,125,15,1,1,163,0,1,0,1,0,1,0,0,337,0,2,339,
207,55,185,66,1,8,257,0,1,0,0,1,0,0,0,574,0,1,575,
208,33,127,45,0,3,211,6,2,0,0,1,1,0,0,429,0,0,429,
209,18,72,42,0,1,173,1,0,0,1,1,0,0,0,309,0,1,310,
210,32,258,39,1,8,376,3,1,3,2,0,1,0,2,726,0,2,728,
211,10,99,42,0,3,139,1,0,2,0,0,1,0,0,297,0,1,298,
212,71,168,115,1,2,267,2,2,1,1,3,0,1,0,634,0,1,635,
213,17,208,115,0,1,188,0,1,0,1,0,1,0,1,533,0,2,535,
214,42,222,132,0,3,256,3,0,0,0,0,2,1,1,662,0,0,662,
215,61,246,117,1,7,294,2,0,2,0,2,2,0,1,735,0,2,737,
216,29,140,106,0,2,229,1,1,0,0,0,1,0,1,510,0,1,511,
217,14,139,81,0,8,142,1,0,0,1,1,1,0,1,389,0,3,392,
218,65,158,106,1,5,321,2,0,0,1,0,1,1,4,665,0,2,667,
219,29,225,106,0,0,278,0,1,0,0,1,1,0,1,642,0,2,644,
220,40,224,108,2,3,290,2,0,0,0,2,3,1,0,675,0,1,676,
221,47,146,83,3,5,329,3,0,1,1,1,0,0,1,620,0,3,623,
222,22,216,87,1,3,231,2,0,0,0,0,0,0,0,562,0,2,564,
223,26,106,81,1,2,144,1,1,0,1,1,0,0,0,364,0,2,366,
224,35,133,105,0,6,173,1,0,0,0,0,1,0,0,454,0,6,460,
225,17,89,56,0,1,111,1,1,0,0,0,0,0,0,276,0,2,278,
226,42,180,99,0,4,283,1,0,0,1,1,0,1,0,612,0,3,615,
227,14,147,59,1,5,100,1,0,0,0,0,1,0,0,328,0,5,333,
228,58,189,157,3,4,257,1,2,1,2,0,1,0,1,676,0,1,677,
229,70,146,130,2,8,336,9,4,2,1,0,2,1,0,711,0,2,713,
230,46,114,43,2,3,211,8,1,1,1,3,0,3,1,437,0,2,439,
231,42,248,52,0,3,137,7,2,0,1,1,0,0,5,498,0,2,500,
232,58,146,61,0,7,153,3,1,1,2,1,1,0,5,439,0,3,442,
233,71,214,165,4,6,293,11,1,0,2,1,1,2,2,773,0,2,775,
234,66,170,101,1,2,240,2,0,1,1,1,4,2,2,593,0,8,601,
235,35,81,84,1,1,134,1,0,1,0,0,2,1,0,341,0,0,341,
236,101,151,65,0,7,235,3,2,1,2,2,1,0,2,572,0,2,574,
237,61,68,81,5,5,139,0,1,2,0,4,1,1,1,369,0,1,370,
238,166,233,122,2,12,266,10,2,1,3,1,5,0,0,823,0,1,824,
239,127,289,114,1,10,297,12,3,0,1,1,3,0,3,861,0,4,865,
240,84,169,158,3,4,205,1,1,0,0,0,3,0,2,630,0,2,632,
241,41,123,128,0,4,123,0,0,0,0,0,0,0,0,419,0,0,419,
242,55,161,81,0,6,177,18,2,1,0,2,2,1,1,507,0,0,507,
243,43,85,132,1,3,232,4,0,1,3,4,1,3,2,514,0,5,519,
244,120,176,216,2,8,330,14,6,2,0,2,1,1,3,881,0,1,882,
245,85,173,183,7,4,248,4,3,1,0,2,6,2,1,719,0,3,722,
246,32,88,70,0,3,87,6,2,0,1,1,1,0,0,291,0,1,292,
247,71,157,31,2,8,114,1,2,1,1,0,2,1,0,391,0,2,393,
248,43,151,111,0,4,145,9,0,0,0,1,3,3,2,472,0,2,474,
249,75,171,98,2,4,187,2,0,0,2,3,1,1,1,547,0,2,549,
250,35,195,115,0,1,154,0,0,0,0,3,1,2,4,510,0,0,510,
251,57,145,73,4,2,181,1,3,1,2,0,1,0,3,473,0,0,473,
252,55,195,152,3,4,170,1,5,0,1,1,4,0,0,591,0,1,592,
253,76,177,154,1,10,213,12,3,1,1,0,3,1,0,652,0,2,654,
254,83,113,146,2,4,180,2,4,0,2,1,2,2,3,544,0,0,544,
255,78,119,159,2,5,113,9,0,3,0,0,2,1,1,492,0,5,497,
256,73,243,167,3,14,199,11,7,0,0,1,3,2,0,723,0,6,729,
257,28,174,152,3,9,142,5,2,0,1,1,4,0,2,523,0,0,523,
258,84,98,140,1,7,115,0,0,0,1,1,3,1,1,452,0,1,453,
259,51,158,121,0,2,172,1,1,2,1,2,1,0,0,512,0,1,513,
260,45,201,137,5,5,190,2,1,0,0,1,0,1,0,588,0,2,590,
261,61,173,123,2,11,230,1,1,1,0,3,3,2,1,612,0,2,614,
262,25,77,48,0,1,56,1,0,0,1,0,1,2,0,212,0,1,213,
263,29,137,93,3,2,138,4,0,0,0,0,2,4,2,414,0,2,416,
264,30,147,107,1,3,77,0,14,1,0,3,0,1,3,387,0,1,388,
265,73,211,59,1,2,85,0,0,0,0,0,1,1,2,435,0,2,437,
266,30,152,46,1,4,83,0,0,0,0,1,0,2,3,322,0,3,325,
267,50,270,125,3,4,116,4,2,2,0,0,2,2,2,582,0,3,585,
268,71,195,137,9,8,228,0,3,2,6,0,2,2,3,666,0,3,669,
269,44,220,102,2,3,119,1,0,0,0,2,1,1,0,495,0,3,498,
270,29,99,27,0,2,108,1,0,0,0,0,2,0,0,268,0,2,270,
271,30,173,133,2,6,136,15,0,1,0,1,1,0,3,501,0,2,503,
272,39,152,145,2,6,121,3,1,1,0,0,3,0,1,474,0,2,476,
273,16,113,90,0,1,116,3,0,0,0,0,0,2,0,341,0,0,341,
274,42,154,152,2,1,161,4,0,1,1,1,3,2,2,526,0,3,529,
275,68,244,110,0,4,181,0,0,0,1,0,1,1,0,610,0,5,615,
276,214,134,137,4,8,172,3,2,0,0,2,3,1,5,685,0,2,687,
277,26,54,54,3,2,58,0,1,0,1,0,3,0,0,202,0,0,202,
278,99,272,156,3,3,171,2,3,1,0,0,0,0,1,711,0,2,713,
279,27,56,135,3,5,74,12,0,0,0,0,2,1,2,317,0,2,319,
280,33,92,116,0,5,119,0,1,0,0,1,3,1,2,373,0,1,374,
281,15,494,6,1,3,87,2,0,0,1,0,0,1,0,610,0,7,617,
282,7,456,6,0,3,46,4,0,0,1,0,0,0,0,523,0,8,531,
283,26,162,12,1,3,212,0,2,1,0,0,0,1,0,420,0,1,421,
284,31,474,44,1,1,113,2,3,0,1,0,0,0,0,670,0,5,675,
285,23,457,12,1,1,50,1,0,0,0,0,1,0,1,547,0,16,563,
286,8,307,3,1,1,34,1,0,1,1,1,0,0,0,358,0,7,365,
287,24,417,73,0,2,98,1,0,0,0,1,0,1,0,617,0,7,624,
288,8,443,4,0,3,68,2,3,1,2,1,0,0,0,535,0,7,542,
289,21,308,102,1,2,160,0,0,0,0,0,3,0,0,597,0,1,598,
290,18,294,39,1,4,96,1,0,0,1,0,1,0,0,455,0,1,456,
291,22,391,49,0,2,92,0,0,1,1,0,1,0,2,561,0,6,567,
292,20,475,5,1,2,56,2,0,0,1,1,0,0,0,563,0,9,572,
293,19,400,31,0,4,64,3,0,0,0,0,0,1,0,522,0,10,532,
294,4,438,8,0,0,67,3,0,0,0,0,0,0,2,522,0,10,532,
295,63,202,22,2,5,178,3,51,0,0,0,1,0,4,531,0,4,535,
296,61,207,23,0,3,232,1,57,1,0,0,0,1,0,586,0,0,586,
297,8,417,9,0,3,54,0,0,0,0,0,1,0,1,493,0,2,495,
298,24,601,7,0,4,99,2,0,0,0,0,0,0,0,737,0,2,739,
299,49,457,57,0,6,158,0,1,2,0,0,3,0,1,734,0,3,737,
300,29,535,13,1,4,77,1,0,0,0,0,0,0,0,660,0,2,662,
301,26,470,8,0,2,101,0,0,0,0,1,0,1,1,610,0,3,613,
302,82,367,76,0,4,262,0,1,1,0,0,2,0,1,796,0,3,799,
303,21,200,23,0,0,125,1,0,0,0,0,2,0,0,372,0,3,375,
304,106,200,60,0,8,163,1,3,1,0,1,2,0,1,546,0,6,552,
305,66,363,93,2,10,145,3,0,1,2,2,0,0,0,687,0,3,690,
306,49,163,201,3,0,204,7,0,1,0,0,0,2,0,630,0,6,636,
307,31,106,84,2,5,109,3,1,1,0,1,0,0,2,345,0,0,345,
308,20,156,215,4,3,239,3,4,2,1,2,3,2,5,659,0,7,666,
309,134,249,93,1,8,254,2,4,0,1,1,0,1,1,749,0,3,752,
310,33,49,25,2,3,71,0,0,1,0,0,0,0,3,187,0,0,187,
311,53,157,95,1,7,157,5,2,1,0,0,2,1,0,481,0,0,481,
312,115,188,94,3,9,141,2,0,1,1,0,3,0,0,557,0,2,559,
313,81,119,205,1,8,152,21,2,0,1,1,1,2,0,594,0,4,598,
314,119,239,129,1,7,144,1,0,1,0,1,2,5,0,649,0,3,652,
315,62,122,149,7,4,147,14,9,1,2,5,3,4,1,530,0,3,533,
316,46,257,111,2,6,193,4,3,0,1,0,3,2,3,631,0,1,632,
317,24,76,41,0,3,100,3,0,0,0,0,1,0,0,248,0,0,248,
318,51,198,162,0,2,224,0,3,5,2,2,1,0,1,651,0,0,651,
319,45,97,136,2,6,254,5,4,0,1,0,1,1,1,553,0,3,556,
320,66,138,52,1,4,114,0,4,0,2,0,1,0,0,382,0,1,383,
321,42,135,205,1,4,194,2,0,0,0,1,5,2,4,595,0,2,597,
322,56,290,133,1,7,251,4,12,2,1,1,5,2,3,768,0,3,771,
323,73,156,254,1,4,213,6,2,1,1,3,0,1,2,717,0,4,721,
324,36,72,127,1,6,142,27,5,4,0,1,5,1,1,428,0,2,430,
325,116,298,78,1,19,290,1,19,1,4,1,3,3,4,838,0,4,842,
326,86,109,167,0,7,183,0,1,0,2,0,7,0,2,564,0,1,565,
327,27,154,83,0,2,112,0,2,1,0,1,1,0,1,384,0,1,385,
328,62,183,160,1,4,238,0,0,0,0,2,8,0,1,659,0,2,661,
329,122,142,126,3,3,197,3,26,0,3,1,1,2,5,634,0,2,636,
330,39,118,101,1,5,137,19,0,0,0,0,4,0,0,424,0,1,425,
331,27,149,166,0,6,148,38,1,2,0,0,2,2,2,543,0,0,543,
332,35,90,107,1,3,117,1,0,2,1,0,1,1,0,359,0,2,361,
333,55,159,141,5,5,199,3,2,3,4,2,3,1,1,583,0,3,586,
334,113,301,169,1,8,237,8,12,0,3,2,2,1,4,861,0,3,864,
335,31,128,124,0,4,160,0,2,1,0,1,2,1,3,457,0,1,458,
336,124,245,159,0,7,278,4,8,0,1,1,3,1,5,836,0,2,838,
337,104,211,80,2,8,179,1,6,1,1,1,1,0,3,598,0,2,600,
338,43,77,42,0,4,71,0,0,1,0,0,0,0,0,238,0,2,240,
339,71,159,169,3,8,152,5,0,0,0,1,2,3,0,573,0,4,577,
340,24,309,86,1,0,184,2,0,0,0,0,1,0,0,607,0,2,609,
341,56,224,237,3,8,250,0,1,2,2,1,7,0,1,792,0,5,797,
342,35,75,101,3,5,179,5,1,0,0,1,2,1,0,408,0,1,409,
343,54,235,127,0,8,266,2,1,3,0,0,1,0,0,697,0,3,700,
344,25,310,152,0,1,185,3,1,0,0,0,3,1,1,682,0,0,682,
345,22,106,70,2,4,145,7,0,2,0,0,5,0,2,365,0,3,368,
346,37,140,165,1,3,117,0,2,2,0,0,1,1,0,469,0,0,469,
347,31,103,178,2,2,111,2,2,0,1,2,1,5,0,440,0,4,444,
348,17,89,85,0,4,80,1,1,0,0,0,0,0,1,278,0,1,279,
349,48,192,344,3,4,216,2,1,3,4,4,5,5,1,832,0,6,838,
350,35,165,135,0,3,108,9,0,0,0,1,1,3,1,461,0,3,464,
351,26,139,131,5,5,129,3,0,1,0,0,0,4,0,443,0,4,447,
