Polling Station No,Candidate_1,Candidate_2,Candidate_3,Candidate_4,Candidate_5,Candidate_6,Candidate_7,Candidate_8,Candidate_9,Candidate_10,Candidate_11,Candidate_12,Candidate_13,Candidate_14,Total Valid Votes,Rejected Votes,NOTA,Total,Tendered Votes
84,84,112,23,94,129,0,0,0,0,0,0,0,2,0,360,0,1,361,0
85,85,304,18,62,159,1,0,2,1,0,0,0,0,0,547,0,1,548,0
86,86,313,3,17,89,0,0,0,0,1,0,2,2,0,427,0,2,429,0
87,87,417,8,39,163,0,1,1,0,0,0,2,1,0,632,0,4,636,0
88,88,390,7,41,99,0,0,0,0,0,1,1,1,0,540,0,2,542,0
89,89,572,21,72,258,24,0,0,0,0,0,0,1,1,949,0,5,954,0
90,90,153,40,328,347,2,0,2,0,0,0,1,0,0,873,0,6,879,0
91,91,87,22,201,193,2,1,1,0,0,3,1,0,1,512,0,2,514,0
92,92,85,14,159,158,0,0,3,0,0,0,1,0,0,420,0,1,421,0
93,93,221,20,44,138,1,1,0,0,0,1,0,0,0,426,0,2,428,0
94,94,162,13,89,140,0,0,0,0,0,0,2,1,0,407,0,4,411,0
95,95,205,18,130,213,0,1,1,1,0,0,0,2,1,572,0,7,579,0
96,96,87,6,29,67,1,0,0,0,0,2,0,1,0,193,0,0,193,0
97,97,542,12,41,226,1,0,1,0,0,0,1,0,0,824,0,5,829,0
98,98,184,10,172,305,2,0,1,3,1,0,2,2,1,683,0,4,687,0
99,99,138,34,241,255,2,0,1,1,0,0,1,2,2,677,0,2,679,0
100,100,159,26,212,253,0,1,2,1,0,1,1,3,2,661,0,6,667,0
101,101,105,24,190,238,0,0,1,0,0,0,0,1,0,559,0,4,563,0
102,102,233,20,80,182,0,1,1,0,0,0,1,1,1,520,0,4,524,0
103,103,143,18,145,253,0,0,0,0,0,0,0,0,0,559,0,7,566,0
104,104,129,23,208,293,1,0,2,0,0,0,2,0,2,660,0,9,669,0
105,105,278,20,96,228,0,0,1,0,0,0,1,1,0,625,0,1,626,0
106,106,290,23,56,213,1,1,1,2,1,0,0,0,0,588,0,4,592,0
107,107,562,10,33,216,2,0,0,0,0,0,1,3,1,828,0,3,831,0
108,108,265,20,300,221,0,0,0,0,1,0,1,0,0,808,0,5,813,0
109,109,306,9,20,122,0,0,1,0,0,0,1,2,1,462,0,1,463,0
110,110,201,14,60,139,0,0,1,0,0,0,0,0,0,415,0,2,417,0
111,111,111,16,116,174,1,0,1,0,1,0,0,0,0,420,0,3,423,0
112,112,166,10,112,217,1,0,1,0,0,0,1,1,0,509,0,9,518,0
113,113,92,12,146,188,0,0,0,1,0,0,0,1,1,441,0,5,446,0
114,114,346,25,150,181,0,1,0,0,0,1,2,1,0,707,0,7,714,0
115,115,63,24,269,311,0,2,1,0,0,0,1,1,1,673,0,8,681,0
116,116,95,19,114,162,0,0,2,1,0,0,2,1,1,397,0,4,401,0
117,117,278,26,111,154,0,0,1,1,0,0,0,0,1,572,0,7,579,0
118,118,149,12,117,152,1,0,0,0,0,0,0,1,0,432,0,5,437,0
119,119,356,15,40,196,0,0,1,0,0,0,1,0,0,609,0,4,613,0
120,120,122,22,127,193,0,0,0,0,0,0,0,2,1,467,0,6,473,0
121,121,336,5,23,94,0,0,1,0,0,0,0,0,0,459,0,2,461,0
122,122,105,13,136,206,0,1,0,0,0,0,0,0,0,461,0,7,468,0
123,123,134,22,159,241,0,0,0,0,2,0,1,3,0,562,0,1,563,0
124,124,388,14,66,224,0,1,0,0,1,0,0,0,0,694,0,3,697,0
125,125,146,18,136,217,0,0,0,0,0,1,2,3,0,523,0,10,533,0
126,126,473,9,19,207,2,0,0,0,0,0,1,1,0,712,0,3,715,0
127,127,444,10,20,209,1,1,0,0,0,0,0,1,1,687,0,5,692,0
128,128,449,24,58,320,0,0,0,0,0,1,3,0,0,855,0,6,861,0
129,129,409,12,18,195,2,1,0,0,0,2,2,0,0,641,0,9,650,0
130,130,253,4,9,127,0,0,0,0,0,0,1,1,0,395,0,3,398,0
131,131,76,13,151,138,0,1,0,0,0,0,0,0,0,379,0,4,383,0
132,132,100,17,134,167,1,0,0,1,0,0,1,0,0,421,0,6,427,0
133,133,273,7,81,196,1,1,1,1,0,1,0,4,0,566,0,10,576,0
134,134,136,27,106,219,0,0,1,0,0,0,0,3,0,492,0,3,495,0
135,135,103,25,207,247,1,1,0,0,0,0,1,1,1,587,0,3,590,0
136,136,87,23,132,289,2,0,2,0,2,0,0,1,1,539,0,2,541,0
137,137,75,19,142,232,2,0,0,1,0,2,0,0,2,475,0,8,483,0
138,138,304,30,96,297,23,0,2,0,1,1,2,1,0,757,0,4,761,0
139,139,35,12,152,255,2,0,2,0,0,3,3,2,1,467,0,2,469,0
140,140,60,11,380,238,2,0,6,1,1,4,10,5,0,718,0,4,722,0
141,141,408,9,69,255,1,0,0,0,0,3,2,3,1,751,0,1,752,0
142,142,575,13,83,270,2,1,1,0,1,1,1,2,0,950,0,2,952,0
143,143,189,25,146,337,3,0,2,3,2,1,3,4,1,716,0,4,720,0
144,144,152,15,141,183,0,0,0,0,1,0,2,0,1,495,0,5,500,0
145,145,129,16,146,296,5,2,0,1,0,3,5,3,1,607,0,6,613,0
146,146,131,15,121,191,2,0,1,0,1,1,7,0,0,470,0,6,476,0
147,147,410,16,150,277,2,0,3,0,1,1,1,1,2,864,0,10,874,0
148,148,516,7,61,238,0,1,0,1,1,1,3,1,2,832,0,11,843,0
149,149,217,33,52,155,3,0,0,0,1,0,0,0,0,461,0,10,471,0
150,150,457,7,19,94,1,0,0,0,0,0,0,0,2,580,0,2,582,0
151,151,448,6,25,80,2,0,0,1,0,0,1,2,2,567,0,7,574,0
152,152,604,13,80,128,0,0,1,0,0,0,2,0,1,829,0,2,831,0
153,153,93,23,244,287,1,0,2,0,1,1,5,2,2,661,0,2,663,1
154,154,78,21,163,415,1,1,1,1,0,1,2,1,1,686,0,6,692,0
155,155,93,17,233,343,2,0,1,2,0,1,4,1,2,699,0,8,707,0
156,156,67,12,211,253,0,1,1,0,1,1,1,0,1,549,0,10,559,0
157,157,67,8,206,228,1,0,2,1,0,1,0,1,1,516,0,4,520,0
158,158,38,4,132,200,2,0,1,0,0,0,0,0,1,378,0,1,379,0
159,159,46,11,226,228,4,0,1,0,0,1,2,1,0,520,0,7,527,0
160,160,152,23,182,368,2,1,2,1,2,2,8,2,3,748,0,4,752,0
161,161,668,7,51,162,1,0,2,0,0,0,0,0,1,892,0,3,895,0
162,162,592,9,104,188,3,0,1,0,0,0,2,0,3,902,0,3,905,0
163,163,255,16,113,263,2,2,0,1,0,3,1,1,1,658,0,7,665,0
164,164,337,16,96,329,3,1,1,0,1,0,4,1,1,790,0,0,790,0
165,165,42,3,146,223,0,1,2,1,0,2,1,2,0,423,0,2,425,0
166,166,51,11,81,194,0,0,0,0,0,0,3,0,0,340,0,4,344,0
167,167,160,61,270,326,4,0,4,0,2,0,6,0,1,834,0,4,838,0
168,168,237,48,264,453,9,3,3,2,2,1,7,1,0,1030,0,3,1033,0
169,169,92,12,190,280,2,0,1,0,3,2,3,1,2,588,0,5,593,0
170,170,103,18,179,291,1,0,0,0,2,0,1,0,1,596,0,4,600,0
171,171,65,17,123,218,3,1,1,0,1,4,2,1,0,436,0,1,437,0
172,172,161,13,133,270,0,2,2,1,0,1,3,1,2,589,0,2,591,0
173,173,162,38,208,377,2,1,1,1,1,0,1,2,0,794,0,5,799,0
174,174,129,16,133,248,3,0,2,0,1,1,2,3,0,538,0,4,542,0
175,175,161,24,134,424,3,0,3,1,2,3,7,0,4,766,0,5,771,0
176,176,80,11,69,169,1,2,0,0,1,0,1,0,1,335,0,3,338,0
177,177,231,47,224,255,2,3,5,2,0,3,0,1,2,775,0,6,781,0
178,178,165,42,263,248,0,1,4,0,0,0,1,2,1,727,0,3,730,0
179,179,124,18,201,204,0,0,2,0,0,4,0,2,0,555,0,3,558,0
180,180,219,27,150,322,1,3,2,0,2,1,5,0,1,733,0,11,744,0
181,181,72,7,90,143,1,0,2,0,0,1,3,1,1,321,0,2,323,0
182,182,96,52,226,360,3,1,4,0,1,1,3,2,2,751,0,12,763,0
183,183,66,12,148,148,0,0,5,0,1,0,4,3,2,389,0,6,395,0
184,184,89,22,105,230,3,0,2,1,1,0,0,0,0,453,0,2,455,0
185,185,88,18,134,216,0,0,3,1,1,1,1,1,0,464,0,6,470,0
186,186,69,28,154,218,3,0,2,2,2,2,0,2,0,482,0,4,486,0
187,187,163,27,184,390,2,1,3,1,1,1,6,2,4,785,0,7,792,0
188,188,96,24,182,208,1,1,2,1,0,2,2,0,0,519,0,3,522,0
189,189,95,18,119,207,0,0,1,0,0,1,0,0,0,441,0,3,444,0
190,190,158,8,163,197,1,1,1,0,0,0,1,0,1,531,0,4,535,0
191,191,76,14,104,177,3,0,0,0,1,1,1,1,0,378,0,1,379,0
192,192,162,39,98,245,27,0,1,1,1,0,1,4,0,579,0,6,585,0
193,193,244,67,65,249,25,1,2,0,1,0,2,1,2,659,0,6,665,0
194,194,230,49,47,169,20,1,1,0,0,2,2,3,2,526,0,1,527,0
195,195,87,13,70,256,0,0,2,0,0,1,5,0,0,434,0,3,437,0
196,196,177,19,216,259,3,1,3,2,0,3,4,3,0,690,0,2,692,0
197,197,182,53,92,125,6,0,2,0,0,0,1,0,0,461,0,3,464,0
198,198,352,25,156,257,0,1,1,0,0,1,4,1,1,799,0,4,803,0
199,199,118,17,70,146,1,1,2,0,0,0,0,0,0,355,0,1,356,0
200,200,483,14,30,108,0,1,0,1,0,1,0,0,1,639,0,12,651,0
201,201,333,8,43,100,1,1,0,1,0,0,1,0,0,488,0,3,491,0
202,202,397,17,35,95,1,0,0,0,0,1,0,0,1,547,0,3,550,0
203,203,494,26,56,183,3,0,1,0,0,1,4,1,1,770,0,3,773,0
204,204,345,64,120,195,96,1,0,1,0,0,1,0,3,826,0,6,832,0
205,205,114,14,191,170,5,0,1,2,0,2,4,2,0,505,0,0,505,0
206,206,171,36,311,246,4,0,0,0,0,1,4,1,0,774,0,4,778,0
207,207,143,10,162,179,2,2,0,2,1,1,5,2,1,510,0,4,514,0
208,208,217,42,366,239,6,0,2,1,1,0,2,4,3,883,0,2,885,0
209,209,67,20,380,161,0,1,2,1,0,0,2,1,2,637,0,1,638,0
210,210,360,31,210,137,37,0,3,1,0,0,2,1,1,783,0,6,789,0
211,211,161,47,143,275,1,0,1,1,0,1,7,0,0,637,0,2,639,0
212,212,154,20,110,171,0,1,2,1,0,3,5,4,2,473,0,3,476,1
213,213,285,30,92,102,1,0,0,1,0,0,0,0,2,513,0,1,514,0
214,214,74,28,203,174,1,0,1,0,1,0,0,0,1,483,0,0,483,0
215,215,129,28,136,188,7,1,1,0,2,0,0,1,0,493,0,3,496,0
216,216,174,64,282,330,9,2,2,1,4,1,2,2,2,875,0,1,876,0
217,217,144,53,206,227,3,0,2,0,0,0,1,1,1,638,0,4,642,0
218,218,326,49,59,231,111,2,2,1,0,0,2,1,1,785,0,3,788,0
219,219,276,31,71,174,77,0,1,0,1,0,0,1,1,633,0,6,639,0
220,220,328,34,70,151,71,0,0,1,1,0,1,0,2,659,0,3,662,0
221,221,268,59,248,239,8,1,2,0,0,3,4,3,3,838,0,10,848,0
222,222,112,23,104,323,1,0,0,0,0,0,4,0,0,567,0,10,577,0
223,223,85,12,176,118,1,0,3,1,0,0,0,1,0,397,0,0,397,0
224,224,96,25,200,172,2,0,1,0,0,0,2,1,1,500,0,5,505,0
225,225,121,20,167,276,0,0,1,0,0,0,1,2,0,588,0,5,593,0
226,226,99,25,144,210,0,0,0,0,1,0,0,1,2,482,0,4,486,0
227,227,69,35,93,143,1,2,2,0,0,0,0,1,0,346,0,3,349,0
228,228,91,48,226,175,0,0,4,1,0,0,2,2,0,549,0,6,555,0
229,229,62,32,210,226,2,1,1,1,0,1,6,3,0,545,0,4,549,0
230,230,55,88,274,192,0,1,1,0,0,0,1,0,2,614,0,7,621,0
231,231,52,10,68,119,0,0,0,0,0,1,0,0,0,250,0,3,253,0
232,232,287,21,101,310,3,1,0,0,0,1,3,3,1,731,0,6,737,0
233,233,238,4,40,121,2,0,0,1,0,2,3,0,0,411,0,4,415,0
234,234,214,7,34,164,0,0,0,0,0,0,1,1,0,421,0,1,422,0
235,235,134,21,133,332,1,0,1,0,0,0,3,2,0,627,0,3,630,0
236,236,189,18,57,187,0,0,0,0,0,1,1,0,0,453,0,3,456,0
237,237,103,24,118,231,0,0,1,1,0,2,1,1,2,484,0,2,486,0
238,238,325,11,44,177,1,0,0,1,0,0,0,0,0,559,0,2,561,0
239,239,210,52,84,307,2,0,3,1,1,0,4,1,2,667,0,3,670,0
240,240,224,26,88,326,1,1,0,0,0,1,4,2,0,673,0,5,678,0
241,241,43,23,90,140,1,0,0,0,2,1,0,2,0,302,0,2,304,0
242,242,240,71,118,352,3,0,1,0,0,0,2,1,1,789,0,4,793,0
243,243,213,28,88,282,4,0,0,0,0,0,0,1,1,617,0,6,623,0
244,244,276,45,120,398,0,1,2,1,1,1,1,2,3,851,0,4,855,0
245,245,282,20,158,251,1,1,2,0,0,1,1,1,0,718,0,6,724,0
246,246,164,42,302,339,1,1,2,0,0,1,2,1,0,855,0,5,860,0
247,247,122,29,132,250,1,0,0,1,0,1,0,0,0,536,0,4,540,0
248,248,94,14,149,200,0,0,0,0,0,0,0,0,1,458,0,1,459,0
249,249,217,53,119,384,0,2,1,2,0,1,3,1,1,784,0,6,790,0
250,250,186,34,61,213,0,0,1,0,0,0,1,0,0,496,0,3,499,0
251,250A,132,39,64,178,1,0,3,0,1,0,1,0,0,419,0,9,428,0
252,251,77,6,66,200,0,0,1,0,0,0,1,0,0,351,0,0,351,0
253,252,68,44,216,212,0,2,1,1,0,0,0,1,1,546,0,1,547,0
254,253,440,42,97,233,3,1,3,1,0,0,0,0,0,820,0,4,824,0
255,254,179,55,227,324,2,0,1,1,1,5,3,1,1,800,0,6,806,0
256,255,82,38,153,179,1,0,1,0,1,3,0,0,1,459,0,4,463,0
257,256,46,5,77,139,0,0,0,1,1,0,3,0,1,273,0,1,274,0
258,257,342,12,139,254,2,0,1,0,0,1,0,1,0,752,0,5,757,0
259,258,76,24,229,348,1,0,1,1,2,1,6,3,0,692,0,1,693,0
260,259,76,9,137,194,1,1,0,0,0,0,3,2,2,425,0,2,427,0
261,260,84,21,110,339,0,0,0,0,0,2,2,1,1,560,0,3,563,0
262,261,92,36,131,328,1,1,0,0,0,1,0,0,0,590,0,4,594,0
263,262,75,12,90,224,0,1,0,1,0,0,4,0,1,408,0,2,410,0
264,263,147,33,159,363,5,0,0,1,0,0,4,1,2,715,0,3,718,1
265,264,122,16,118,241,3,0,2,1,0,0,1,1,1,506,0,6,512,0
266,265,120,22,130,257,1,0,1,0,0,0,3,1,0,535,0,4,539,0
267,266,136,24,180,424,4,2,1,0,0,1,2,0,0,774,0,2,776,0
268,267,78,17,131,246,2,2,0,1,0,1,2,1,0,481,0,5,486,0
269,268,66,20,104,285,1,2,0,0,1,1,2,1,1,484,0,2,486,0
270,269,196,86,106,288,6,0,3,0,1,1,1,1,0,689,0,8,697,0
271,270,76,21,81,171,0,0,1,0,1,1,1,1,0,354,0,2,356,0
272,271,171,43,169,309,2,1,3,3,0,1,3,2,0,707,0,4,711,0
273,272,121,36,148,286,1,2,0,0,0,1,2,1,2,600,0,7,607,0
274,273,147,17,206,383,0,2,3,0,0,0,4,2,0,764,0,10,774,0
275,274,113,16,163,323,5,0,0,0,0,1,1,5,1,628,0,9,637,0
276,275,161,17,125,301,1,1,0,0,1,1,4,0,1,613,0,14,627,2
277,276,167,25,281,404,1,4,3,0,1,0,3,0,2,891,0,11,902,0
278,277,420,18,37,122,0,0,1,0,0,0,0,0,0,598,0,1,599,0
279,278,135,14,85,175,1,0,0,0,0,0,2,0,0,412,0,7,419,0
280,279,77,13,152,167,0,3,1,0,2,1,0,0,0,416,0,3,419,0
281,280,67,7,158,195,0,3,2,0,0,0,0,2,1,435,0,3,438,0
282,281,86,17,154,185,0,1,0,0,0,0,2,0,0,445,0,1,446,0
283,282,90,17,151,214,2,2,0,0,1,1,2,2,1,483,0,5,488,0
284,283,138,34,112,245,2,1,1,0,0,0,1,1,0,535,0,4,539,0
285,284,170,62,110,356,1,1,0,2,0,1,1,1,0,705,0,7,712,0
286,285,175,40,130,285,0,1,1,1,0,1,1,2,0,637,0,8,645,0
287,286,139,37,89,412,1,0,1,0,0,1,3,0,2,685,0,5,690,0
288,287,125,49,88,269,0,0,0,0,0,2,3,0,0,536,0,6,542,0
289,288,156,54,96,322,2,0,0,1,1,0,0,1,1,634,0,4,638,0
290,289,173,23,137,245,1,1,1,1,1,0,2,1,2,588,0,3,591,0
291,290,195,15,75,168,0,1,1,0,0,0,0,1,0,456,0,2,458,0
292,291,89,23,212,244,1,1,2,0,0,0,0,0,0,572,0,5,577,0
293,292,140,25,121,257,1,0,1,0,0,1,1,0,0,547,0,5,552,0
294,293,230,26,118,209,0,1,1,0,1,0,2,0,1,589,0,6,595,0
295,294,125,24,143,282,1,1,1,0,0,0,1,1,1,580,0,6,586,0
296,295,226,7,35,84,2,1,0,0,1,0,0,0,0,356,0,1,357,0
297,296,116,22,99,215,2,2,1,1,2,0,1,1,0,462,0,2,464,0
298,297,76,22,95,269,2,0,0,0,0,0,1,3,0,468,0,5,473,0
299,298,161,45,105,245,0,1,1,0,0,0,0,1,0,559,0,9,568,0
300,299,124,24,103,198,2,0,0,0,0,0,0,1,0,452,0,4,456,0
301,300,123,50,143,369,1,4,1,0,0,0,1,3,1,696,0,9,705,0
302,301,133,24,78,217,2,1,1,1,0,1,1,0,0,459,0,1,460,0
303,302,141,14,134,267,1,2,2,0,1,2,0,0,2,566,0,6,572,0
304,303,113,17,149,208,1,4,1,2,0,0,0,0,0,495,0,1,496,1
305,304,142,11,126,161,2,7,3,0,1,0,2,2,3,460,0,2,462,0
306,305,185,16,115,222,0,1,1,0,0,2,2,1,0,545,0,2,547,0
307,306,98,33,102,161,1,3,2,0,0,2,2,0,1,405,0,5,410,0
308,307,124,12,111,172,0,0,0,0,1,0,0,0,2,422,0,1,423,0
309,308,100,20,73,223,3,2,3,0,0,0,2,1,0,427,0,5,432,0
310,309,118,44,83,247,0,0,1,0,5,0,0,0,0,498,0,4,502,0
311,310,194,37,114,432,1,0,0,0,0,0,2,3,0,783,0,5,788,0
312,311,242,30,115,306,1,0,2,0,0,0,1,0,2,699,0,4,703,0
313,312,156,56,53,451,2,0,0,1,0,0,1,0,0,720,0,0,720,0
314,313,99,54,107,198,3,2,2,1,0,0,3,1,0,470,0,1,471,0
315,314,129,51,59,224,2,0,3,0,0,0,2,1,0,471,0,3,474,0
316,315,178,36,122,297,2,5,0,1,1,0,4,2,1,649,0,7,656,1
317,316,184,82,67,240,6,3,1,0,0,0,0,0,2,585,0,1,586,0
318,317,86,15,79,204,2,0,0,0,0,0,0,0,0,386,0,3,389,0
319,318,177,27,56,300,2,0,0,0,0,0,3,2,0,567,0,11,578,2
320,319,103,12,52,207,2,0,0,0,0,4,3,1,1,385,0,3,388,0
321,320,113,32,65,217,1,2,1,0,2,1,2,0,1,437,0,5,442,0
322,321,92,26,75,248,0,1,2,0,0,0,2,0,0,446,0,3,449,0
323,322,146,46,135,416,2,5,1,1,0,0,1,2,0,755,0,8,763,0
324,323,128,39,105,283,0,2,2,0,0,2,0,1,0,562,0,12,574,0
325,324,110,35,38,241,1,1,0,0,0,2,1,0,0,429,0,4,433,0
326,325,116,35,88,241,0,0,1,0,0,0,1,0,0,482,0,7,489,0
327,326,132,30,67,272,2,2,0,0,0,0,2,0,0,507,0,4,511,0
328,327,112,24,84,205,0,1,0,0,0,0,0,0,0,426,0,0,426,0
329,328,112,42,77,266,0,0,1,0,0,0,0,0,0,498,0,2,500,0
330,329,117,51,124,295,0,1,1,1,0,0,3,0,1,594,0,5,599,0
331,330,92,30,72,200,1,1,1,0,0,0,2,0,0,399,0,4,403,1
332,331,78,26,91,180,0,0,2,0,0,0,1,1,0,379,0,1,380,0
333,332,67,31,64,257,0,1,0,0,1,0,0,0,0,421,0,4,425,0
334,333,150,47,117,377,3,0,3,1,1,0,4,1,0,704,0,2,706,0
335,334,83,24,106,245,1,1,0,1,0,0,1,0,1,463,0,2,465,0
336,335,92,27,88,231,1,4,1,1,0,0,0,0,1,446,0,2,448,0
337,336,192,50,117,348,0,1,0,0,1,1,4,1,1,716,0,5,721,0
338,337,195,67,117,422,2,3,3,1,0,1,2,1,0,814,0,11,825,0
339,338,115,26,82,201,0,1,2,0,0,0,4,1,2,434,0,5,439,0
340,339,66,14,62,112,0,0,1,0,0,1,0,0,0,256,0,2,258,0
341,340,108,25,84,205,0,2,0,0,0,0,1,1,0,426,0,1,427,0
342,341,163,50,97,214,0,0,0,0,0,0,1,1,2,528,0,5,533,0
343,342,245,41,133,254,1,0,0,0,0,0,4,0,0,678,0,4,682,0
