Polling Station No,Candidate_1,Candidate_2,Candidate_3,Candidate_4,Candidate_5,Candidate_6,Candidate_7,Candidate_8,Candidate_9,Candidate_10,Candidate_11,Candidate_12,Candidate_13,Candidate_14,Total Valid Votes,Rejected Votes,NOTA,Total,Tendered Votes
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,58,0,0,13,0,0,0,0,0,0,0
69,0,0,996,212,475,0,0,81,64,0,0,0,0,0,0,851,0,851,0
70,0,0,608,132,283,0,0,50,53,0,2,0,0,0,0,543,0,543,0
71,0,0,606,110,315,0,0,34,89,0,0,0,0,0,0,562,0,562,0
72,72,0,699,117,158,12,0,54,265,0,0,0,0,0,0,622,0,622,0
73,0,0,1024,57,116,0,0,63,621,0,0,0,0,0,0,903,0,903,0
74,0,0,879,41,316,0,0,52,339,0,0,0,0,0,2,798,0,798,0
75,0,0,718,363,35,0,0,72,123,0,0,0,0,0,0,609,0,609,0
76,0,0,658,355,34,0,0,49,122,0,0,0,0,0,0,587,0,58,0
77,0,0,943,189,173,0,0,102,329,0,0,0,0,2,2,819,0,819,0
78,0,0,906,276,199,0,0,69,219,0,0,0,0,0,2,805,0,805,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,809,169,455,0,0,38,0,0,0,0,0,2,2,743,0,743,0
83,0,0,803,210,204,0,0,193,0,0,0,0,0,0,0,724,0,724,0
84,0,0,883,153,464,0,0,103,0,0,0,0,0,0,0,815,0,815,0
85,0,0,849,215,356,0,0,67,0,0,0,0,0,0,0,726,0,726,0
86,0,0,601,99,323,0,0,50,0,0,0,0,0,0,0,555,0,555,0
87,0,0,811,184,393,0,0,112,281,0,0,0,0,0,0,735,0,735,0
88,88,0,688,128,356,0,0,89,28,0,0,0,0,0,0,623,0,623,0
89,89,0,459,169,161,0,0,48,38,0,0,0,0,0,0,429,0,429,0
90,90,0,450,135,186,11,0,41,28,0,0,0,0,0,0,403,0,403,0
91,0,0,694,247,214,0,0,125,23,0,0,0,0,0,0,628,0,628,0
92,0,0,748,193,267,10,0,109,88,0,0,0,0,0,0,673,0,673,0
93,0,0,570,150,278,10,0,60,0,0,0,0,0,0,3,520,0,520,0
94,0,0,648,133,310,0,0,74,0,0,0,0,0,0,0,581,0,581,0
95,95,0,766,131,345,0,0,126,0,0,0,0,0,0,2,687,0,68,0
96,96,0,697,139,223,0,0,157,83,0,0,0,0,0,2,632,0,632,0
97,97,0,914,183,385,0,0,101,96,0,0,0,0,3,4,803,0,803,0
98,98,0,949,167,334,16,0,196,88,0,0,0,0,4,3,810,0,810,0
99,99,0,784,202,192,14,0,141,116,0,0,0,0,0,0,676,0,676,0
100,100,0,701,98,327,0,0,76,112,0,0,0,0,0,0,630,0,630,0
101,101,0,762,217,305,0,0,103,60,0,0,0,0,0,2,705,0,705,0
102,102,0,709,222,220,0,0,81,84,0,0,0,0,0,0,620,0,620,0
103,103,0,1035,175,429,22,0,118,190,0,5,0,0,0,5,949,0,949,0
104,104,0,682,176,303,0,0,86,37,0,0,0,0,0,0,611,0,611,0
105,105,0,626,269,144,0,0,126,26,0,0,0,0,0,0,580,0,580,0
106,106,0,687,162,282,19,0,93,66,0,0,0,0,0,0,629,0,629,0
107,107,0,642,142,275,12,0,68,62,0,0,0,0,0,0,567,0,567,0
108,108,0,624,140,296,0,0,67,42,0,0,0,0,0,0,560,0,560,0
109,109,0,758,166,290,19,0,115,0,0,0,0,0,0,0,657,0,657,0
110,110,0,819,177,349,0,0,99,0,0,0,0,0,4,0,722,0,722,0
111,0,0,842,192,405,0,0,100,0,0,0,0,0,3,3,780,0,780,0
112,112,0,630,156,294,0,0,47,0,0,0,0,0,0,2,573,0,573,0
113,113,0,845,183,462,0,0,100,0,0,0,0,0,0,2,78,0,783,0
114,114,0,862,237,401,0,0,0,0,0,0,0,0,0,0,789,0,789,0
115,115,0,810,165,400,0,0,0,0,0,0,0,0,0,1,716,0,716,0
116,116,0,793,114,401,0,0,82,55,0,0,0,0,0,0,696,0,696,0
117,117,0,855,338,201,0,0,85,96,0,0,0,0,0,8,756,0,756,0
118,118,0,834,220,343,0,0,93,0,0,0,0,0,0,0,698,0,698,0
119,119,0,837,330,282,0,0,140,0,0,0,0,0,0,0,792,0,792,0
120,120,0,658,207,279,0,0,0,0,0,0,0,0,0,0,612,0,612,0
121,121,0,602,148,303,0,0,0,0,0,0,0,0,0,2,553,0,553,0
122,122,0,609,172,28,0,0,0,0,0,0,0,0,0,3,564,0,564,0
123,123,0,1094,238,481,0,0,146,0,0,0,0,0,0,0,999,0,999,0
124,124,0,1145,244,661,19,0,0,0,0,0,0,0,0,3,1055,0,1055,0
125,125,0,807,374,270,0,0,0,0,0,0,0,0,0,0,731,0,731,0
126,126,0,457,183,170,0,0,551,0,0,0,0,0,0,0,418,0,418,0
127,127,0,818,156,407,0,0,89,201,0,0,0,0,0,0,688,0,688,0
128,128,0,781,270,276,0,0,122,29,0,0,0,0,0,0,712,0,712,0
129,129,0,797,118,398,301,0,101,21,0,0,0,0,0,0,678,0,678,0
130,130,0,691,127,335,0,0,105,0,0,0,0,0,0,4,614,0,614,0
131,131,0,1020,182,489,0,0,165,0,0,0,0,0,0,0,924,0,924,0
132,132,0,975,230,355,0,0,156,82,0,0,0,0,0,0,858,0,858,0
133,133,0,672,174,334,13,0,61,261,0,0,0,0,0,3,613,0,613,0
134,134,0,701,177,361,8,0,57,10,0,0,0,0,0,3,617,0,617,0
135,135,0,1059,319,530,19,0,10,19,0,0,0,0,0,2,998,0,998,0
136,136,0,932,235,424,0,0,99,93,0,0,0,0,0,4,876,0,876,0
137,137,0,678,168,368,0,0,41,39,0,3,0,0,0,5,637,0,637,0
138,138,0,767,131,452,0,0,52,52,0,0,0,0,0,0,700,0,700,0
139,139,0,864,265,300,0,0,96,50,0,0,0,0,0,0,746,0,746,0
140,140,0,595,130,253,0,0,49,887,0,0,0,0,0,0,538,0,538,0
141,141,0,614,131,295,0,0,0,36,0,0,0,0,0,3,540,0,540,0
142,142,0,639,144,306,10,0,0,0,0,0,0,0,0,0,587,0,587,0
143,143,0,765,180,318,18,0,0,0,0,0,0,0,0,5,698,0,698,0
144,144,0,947,170,491,17,0,130,42,0,0,0,0,0,0,861,0,861,0
145,145,0,495,239,62,0,0,105,0,0,0,0,0,0,0,419,0,419,0
146,146,0,704,231,253,0,0,92,16,0,0,0,2,2,0,607,0,607,0
147,147,0,782,135,383,19,0,126,19,0,0,0,2,2,0,692,0,692,0
148,148,0,423,90,186,0,0,53,40,0,0,0,0,0,0,379,0,379,0
149,149,0,623,165,96,30,0,181,0,0,0,0,0,0,0,500,0,500,0
150,150,0,512,200,59,0,0,121,20,0,0,0,0,0,0,426,0,426,0
151,151,0,953,329,177,0,0,234,93,0,0,0,0,0,0,868,0,868,0
152,152,0,558,236,128,0,0,129,14,0,0,0,0,0,0,521,0,521,0
153,153,0,530,152,158,0,0,154,17,0,0,0,0,0,0,49,0,497,0
154,154,0,714,269,104,0,0,196,0,0,0,0,0,0,0,611,0,611,0
155,155,0,508,127,66,0,0,160,10,0,0,0,0,0,0,388,0,388,0
156,156,0,990,337,167,0,0,236,16,0,0,0,0,0,3,792,0,792,0
157,157,0,808,232,144,0,0,252,13,0,0,0,0,0,0,674,0,674,0
158,158,0,706,156,185,0,0,227,22,0,0,0,0,3,0,620,0,620,0
159,159,0,683,207,162,13,0,203,23,0,0,0,0,0,0,611,0,611,0
160,160,0,794,163,203,261,0,231,27,0,0,0,0,0,0,656,0,656,0
161,161,0,938,240,265,19,0,290,44,0,0,0,0,0,0,867,0,867,0
162,162,0,828,294,113,44,0,214,0,0,0,0,0,0,0,675,0,675,0
163,163,0,645,213,98,29,0,168,0,0,0,0,0,0,2,518,0,518,0
164,164,0,730,238,109,0,0,220,0,0,0,0,0,1,6,600,0,600,0
165,165,0,805,270,192,0,0,186,0,0,0,0,0,0,0,688,0,688,0
166,166,0,696,217,127,0,2,178,0,0,0,0,0,0,0,0,0,0,0
167,167,0,847,260,148,0,0,263,0,0,0,0,0,0,2,0,0,0,0
168,168,0,571,189,95,0,0,164,0,0,0,0,0,0,0,0,0,471,0
169,169,0,563,169,761,0,0,183,0,0,0,0,0,0,0,457,0,45,0
170,170,0,701,215,108,301,0,162,0,0,0,0,0,0,0,531,0,531,0
171,171,0,435,139,72,10,0,104,0,0,0,0,0,0,0,328,0,328,0
172,172,0,846,286,131,28,0,227,24,0,0,0,0,0,0,703,0,703,0
173,173,0,560,171,96,27,0,137,0,0,0,0,0,0,0,446,0,446,0
174,174,0,513,162,87,20,0,147,5,0,0,0,0,0,0,430,0,430,0
175,175,0,457,134,61,0,0,119,1,0,0,0,0,0,0,334,0,334,0
176,176,0,693,219,99,30,0,206,0,0,0,0,0,0,0,560,0,560,0
177,177,0,382,142,52,13,0,102,0,0,0,0,0,0,0,320,0,320,0
178,178,0,958,319,119,33,0,277,5,0,0,0,0,0,0,759,0,759,0
179,179,0,804,281,95,35,0,221,5,0,0,0,0,0,0,641,0,641,0
180,180,0,749,249,83,30,0,170,0,0,0,0,0,0,0,548,0,548,0
181,181,0,431,150,57,19,0,112,0,0,0,0,0,0,0,348,0,348,0
182,182,0,477,162,51,16,0,150,0,0,0,0,0,0,3,384,0,384,0
183,183,0,573,193,94,0,0,138,0,0,0,0,0,0,0,457,0,457,0
184,184,0,537,170,861,0,0,141,0,0,0,0,0,0,0,427,0,427,0
185,185,0,502,142,88,0,0,143,0,0,0,0,0,0,0,392,0,392,0
186,186,0,618,199,81,0,0,168,0,0,0,0,0,0,0,483,0,487,0
187,187,0,525,165,0,0,0,134,0,0,0,0,0,0,0,399,0,399,0
188,188,0,383,146,0,0,0,90,0,0,0,0,0,0,0,309,0,309,0
189,189,0,665,208,0,0,0,245,0,0,0,0,0,0,0,560,0,560,0
190,190,0,765,220,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,191,0,769,193,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,192,0,445,117,68,0,0,174,0,0,0,0,0,0,0,381,0,381,0
193,193,0,518,163,83,0,0,171,0,0,0,3,0,0,0,448,0,448,0
194,194,0,789,209,149,0,0,247,0,0,0,0,0,0,0,641,0,641,0
195,195,0,814,220,150,0,0,298,0,0,0,0,0,0,0,713,0,713,0
196,196,0,866,183,157,0,0,319,0,0,0,0,0,0,0,734,0,734,0
197,197,0,693,183,107,0,0,210,0,0,0,0,0,0,0,515,0,515,0
198,198,0,582,182,88,21,0,196,0,0,0,0,0,0,0,507,0,507,0
199,199,0,577,127,85,23,0,250,18,0,0,0,0,0,0,511,0,511,0
200,200,0,585,144,167,0,2,173,10,0,2,0,0,4,0,513,0,513,0
201,201,0,509,106,99,19,0,196,0,0,0,0,0,0,5,442,0,442,0
202,202,0,482,114,106,12,0,169,0,3,0,0,0,3,5,444,0,444,0
203,203,0,512,120,111,0,0,170,0,0,0,0,0,0,2,446,0,446,0
204,204,0,656,170,148,0,0,204,0,0,0,0,0,0,0,588,0,588,0
205,205,0,553,163,140,0,0,145,4,0,0,0,0,0,8,481,0,481,0
206,206,0,464,148,82,0,0,115,0,0,0,0,0,0,3,369,0,369,0
207,207,0,640,192,112,0,0,198,0,0,0,0,0,0,0,534,0,534,0
208,208,0,528,214,62,0,0,142,0,0,0,0,0,0,0,441,0,441,0
209,209,0,558,197,58,16,0,183,0,0,0,0,0,0,0,465,0,465,0
210,210,0,461,166,58,18,0,121,0,0,0,0,0,0,2,371,0,371,0
211,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,212,0,695,213,111,0,0,189,10,0,0,0,0,0,0,553,0,553,0
213,213,0,760,246,114,0,0,237,0,0,0,0,0,0,5,640,0,640,0
214,214,0,723,197,139,24,0,261,0,0,0,0,0,0,0,644,0,644,0
215,215,0,419,121,69,0,0,118,0,0,0,0,0,0,0,331,0,331,0
216,216,0,452,1061,66,12,0,151,14,0,0,0,0,0,0,351,0,351,0
217,217,0,710,225,112,23,0,200,0,0,0,0,0,0,0,576,0,576,0
218,218,0,1129,212,522,261,0,188,26,0,0,0,0,0,0,985,0,985,0
219,219,0,808,200,409,0,0,101,12,0,0,0,0,0,0,749,0,749,0
220,220,0,539,144,247,0,0,69,0,0,0,0,0,0,0,477,0,477,0
221,221,0,667,278,118,0,0,173,5,0,0,0,0,0,0,595,0,595,0
222,222,0,1042,251,324,0,0,212,119,0,0,0,0,0,5,940,0,940,0
223,223,0,984,416,191,0,0,223,52,0,0,0,0,0,8,912,0,912,0
224,224,0,652,167,187,0,0,136,50,0,0,0,0,0,2,565,0,565,0
225,225,0,585,97,181,0,0,88,113,0,0,0,0,0,3,504,0,504,0
226,226,0,1114,281,268,0,0,252,0,0,0,0,5,0,2,0,0,0,0
227,227,0,890,250,162,0,0,135,0,0,0,0,3,0,6,0,0,0,0
228,228,0,940,322,245,0,0,186,0,0,3,0,0,0,2,859,0,859,0
229,229,0,959,227,384,0,0,158,0,0,0,0,0,0,12,832,0,832,0
230,230,0,1024,262,118,0,0,199,0,0,0,0,0,0,0,623,0,623,0
231,231,0,797,209,106,27,0,173,0,0,0,0,0,0,0,543,0,543,0
232,232,0,1072,339,144,30,0,221,0,0,0,0,0,0,0,762,0,762,0
233,233,0,474,170,63,16,0,124,0,0,0,0,0,0,5,385,0,385,0
234,234,0,780,2061,142,22,0,230,0,0,0,0,0,0,0,611,0,611,0
235,235,0,726,236,127,0,0,190,12,0,0,0,0,0,0,587,0,587,0
236,236,0,852,272,135,0,2,226,0,0,0,0,0,0,0,663,0,663,0
237,237,0,611,187,115,0,0,152,13,0,0,0,0,0,0,483,0,487,0
238,238,0,733,234,212,0,0,142,53,0,0,0,0,0,0,670,0,670,0
239,239,0,636,202,90,0,0,170,7,0,0,0,0,0,0,503,0,503,0
240,240,0,1031,285,185,0,0,216,23,0,0,0,0,0,0,747,0,747,0
241,241,0,694,218,105,0,0,151,11,0,0,0,0,0,0,517,0,517,0
242,242,0,1113,339,158,0,0,301,4,0,0,0,0,0,0,840,0,840,0
243,243,0,927,284,142,0,0,283,15,0,0,0,0,0,0,756,0,756,0
244,244,0,871,223,345,0,0,132,53,0,0,0,0,0,0,789,0,789,0
245,245,0,933,276,385,0,0,107,48,0,0,0,0,0,0,850,0,850,0
246,246,0,629,93,281,0,0,75,0,0,0,0,0,0,0,509,0,509,0
247,247,0,559,178,216,0,0,75,0,0,0,0,0,0,0,490,0,490,0
248,248,0,697,113,446,5,0,39,23,0,0,0,0,0,0,629,0,629,0
249,249,0,740,253,254,0,0,110,30,0,0,0,0,3,3,669,0,669,0
250,250,0,925,282,314,0,0,163,51,0,0,0,0,3,0,847,0,847,0
251,251,0,999,285,334,0,0,167,92,0,0,0,0,0,0,913,0,913,0
252,252,0,1076,397,389,0,0,108,75,0,0,0,0,0,0,992,0,992,0
253,253,0,632,75,383,0,0,0,48,0,0,0,0,0,0,590,0,590,0
254,254,0,564,133,293,0,0,0,0,0,0,0,0,0,0,511,0,511,0
255,255,0,562,186,204,0,0,84,0,0,0,0,0,0,0,518,0,518,0
256,256,0,615,129,298,0,0,55,51,0,0,0,0,0,0,553,0,553,0
