Polling Station No,Candidate_1,Candidate_2,Candidate_3,Candidate_4,Candidate_5,Candidate_6,Candidate_7,Candidate_8,Candidate_9,Candidate_10,Candidate_11,Candidate_12,Candidate_13,Candidate_14,Candidate_15,Candidate_16,Candidate_17,Candidate_18,Candidate_19,Candidate_20,Total Valid Votes,Rejected Votes,NOTA,Total,Tendered Votes
176,726,0,283,146,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,669,0,669,0,0
177,900,0,244,148,0,13,0,0,389,0,0,0,0,0,0,0,0,0,0,0,808,0,808,0,0
178,706,0,97,228,0,161,0,0,226,0,0,0,0,0,0,0,0,0,0,0,572,0,572,0,0
179,674,0,147,209,0,14,0,0,182,0,0,0,0,0,0,0,0,0,0,0,561,0,561,0,0
180,896,0,161,243,0,261,0,0,321,0,0,0,0,0,0,0,0,0,0,0,758,0,758,0,0
181,876,0,156,272,0,25,0,0,268,0,0,0,0,0,0,0,0,0,0,0,728,0,728,0,0
182,845,0,139,214,0,25,0,0,300,0,0,0,0,0,0,0,0,0,0,0,687,0,68,0,0
183,845,0,147,210,0,21,0,0,278,0,0,0,0,0,0,0,0,0,0,0,669,0,669,0,0
184,826,0,168,126,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,716,0,716,0,0
185,701,0,150,174,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,585,0,585,0,0
186,677,0,144,188,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,564,0,564,0,0
187,1030,0,249,255,0,26,0,0,327,0,0,0,0,0,0,0,0,0,0,0,866,0,866,0,0
188,773,0,144,226,0,13,0,0,242,0,0,0,0,0,0,0,0,0,0,0,638,0,638,0,0
189,723,0,143,195,0,10,0,0,253,0,0,0,0,0,0,0,0,0,0,0,610,0,610,0,0
190,839,0,163,197,0,25,0,0,263,0,0,0,0,0,0,0,0,0,0,0,661,0,661,0,0
191,874,0,247,129,0,15,0,0,386,0,0,0,0,0,0,0,0,0,0,0,792,0,792,0,0
192,837,0,171,176,0,26,0,0,314,0,0,0,0,0,0,0,0,0,0,0,701,0,701,0,0
193,809,0,169,184,0,24,0,0,223,0,0,0,0,0,0,0,0,0,0,0,614,0,614,0,0
194,916,0,221,191,0,30,0,0,268,0,0,0,0,0,0,0,0,0,0,0,718,0,718,0,0
195,1112,0,207,287,0,28,0,0,412,0,0,0,0,0,0,0,0,0,0,0,948,0,948,0,0
196,894,0,155,226,0,21,0,0,323,0,0,0,0,0,0,0,0,0,0,0,736,0,736,0,0
197,770,0,123,162,0,24,0,0,278,0,0,0,0,0,0,0,0,0,0,0,600,0,600,0,0
198,1009,0,360,129,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,884,0,884,0,0
199,821,0,95,316,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,692,0,692,0,0
200,820,0,175,188,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,672,0,672,0,0
201,863,0,198,203,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,715,0,715,0,0
202,1091,0,189,313,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,910,0,910,0,0
203,940,0,211,221,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,769,0,769,0,0
204,1010,0,377,181,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,831,0,831,0,0
205,1003,0,180,305,0,18,0,0,301,0,0,0,0,0,0,0,0,0,0,0,816,0,816,0,0
206,871,0,149,289,0,301,0,0,294,0,0,0,0,0,0,0,0,0,0,0,776,0,776,0,0
207,966,0,297,158,0,23,0,0,278,0,0,0,0,0,0,0,0,0,0,0,765,0,765,0,0
208,867,0,223,225,0,201,0,0,2301,0,0,0,0,0,0,0,0,0,0,0,711,0,711,0,0
209,786,0,130,194,0,27,0,0,284,0,0,0,0,0,0,0,0,0,0,0,640,0,640,0,0
210,1107,0,262,216,0,261,0,0,431,0,0,0,0,0,0,0,0,0,0,0,959,0,959,0,0
211,1099,0,429,146,0,17,0,0,370,0,0,0,0,0,0,0,0,0,0,0,984,0,984,0,0
212,978,0,185,310,0,34,0,0,311,0,0,0,0,0,0,0,0,0,0,0,845,0,845,0,0
213,1007,0,261,283,0,201,0,0,303,0,0,0,0,0,0,0,0,0,0,0,874,0,874,0,0
214,910,0,182,217,0,17,0,0,341,0,0,0,0,0,0,0,0,0,0,0,765,0,765,0,0
215,938,0,181,1501,0,24,0,0,329,0,0,0,0,0,0,0,0,0,0,0,697,0,697,0,0
216,896,0,207,191,0,22,0,0,293,0,0,0,0,0,0,0,0,0,0,0,728,0,728,0,0
217,827,0,293,117,0,12,0,0,301,0,0,0,0,0,0,0,0,0,0,0,733,0,733,0,0
218,871,0,335,119,0,14,0,0,289,0,0,0,0,0,0,0,0,0,0,0,764,0,764,0,0
219,847,0,372,96,0,16,0,0,218,0,0,0,0,0,0,0,0,0,0,0,722,0,722,0,0
220,826,0,156,163,0,20,0,0,347,0,0,0,0,0,0,0,0,0,0,0,688,0,688,0,0
221,902,0,153,204,0,31,0,0,352,0,0,0,0,0,0,0,0,0,0,0,745,0,745,0,0
222,726,0,125,184,0,29,0,0,269,0,0,0,0,0,0,0,0,0,0,0,613,0,613,0,0
223,1044,0,79,206,0,33,0,0,451,0,0,0,0,0,0,0,0,0,0,0,779,0,779,0,0
224,997,0,0,110,0,46,0,0,540,0,0,0,0,0,0,0,0,0,0,0,783,0,783,0,0
225,856,0,92,153,0,19,0,0,367,0,0,0,0,0,0,0,0,0,0,0,639,0,639,0,0
226,939,0,85,160,0,33,0,0,415,0,0,0,0,0,0,0,0,0,0,0,706,0,706,0,0
227,799,0,36,115,0,23,0,0,422,0,0,0,0,0,0,0,0,0,0,0,601,0,601,0,0
228,1106,0,211,231,0,27,0,0,461,0,0,0,0,0,0,0,0,0,0,0,951,0,951,0,0
229,1011,0,244,208,0,21,0,0,351,0,0,0,0,0,0,0,0,0,0,0,831,0,831,0,0
230,1080,0,122,414,0,41,0,0,349,0,0,0,0,0,0,0,0,0,0,0,939,0,939,0,0
231,950,0,163,239,0,30,0,0,341,0,0,0,0,0,0,0,0,0,0,0,783,0,783,0,0
232,720,0,151,188,0,25,0,0,213,0,0,0,0,0,0,0,0,0,0,0,585,0,585,0,0
233,614,0,112,161,0,14,0,0,206,0,0,0,0,0,0,0,0,0,0,0,501,0,501,0,0
234,717,0,140,160,0,19,0,0,242,0,0,0,0,0,0,0,0,0,0,0,571,0,571,0,0
235,734,0,178,154,0,16,0,0,224,0,0,0,0,0,0,0,0,0,0,0,583,0,583,0,0
236,856,0,364,63,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,570,0,570,0,0
237,1024,0,227,160,0,27,0,0,283,0,0,0,0,0,0,0,0,0,0,0,708,0,708,0,0
238,870,0,403,38,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,607,0,607,0,0
239,756,0,224,80,0,0,0,0,279,0,0,0,0,38,0,0,0,0,0,0,643,0,643,0,0
240,887,0,212,173,0,30,0,0,271,0,0,0,0,0,0,0,0,0,0,0,696,0,696,0,0
241,794,0,207,132,0,23,0,0,233,0,0,0,0,0,0,0,0,0,0,0,609,0,609,0,0
242,907,0,221,2201,0,28,0,0,277,0,0,0,0,0,0,0,0,0,0,0,753,0,753,0,0
243,835,0,211,207,0,25,0,0,252,0,0,0,0,0,0,0,0,0,0,0,709,0,709,0,0
244,824,0,163,156,0,17,0,0,344,0,0,0,0,0,0,0,0,0,0,0,694,0,694,0,0
245,846,0,202,200,0,28,0,0,260,0,0,0,0,0,0,0,0,0,0,0,702,0,702,0,0
246,920,0,179,237,0,251,0,0,283,0,0,0,0,0,0,0,0,0,0,0,752,0,752,0,0
247,758,0,227,118,0,22,0,0,243,0,0,0,0,0,0,0,0,0,0,0,619,0,619,0,0
248,758,0,181,179,0,31,0,0,236,0,0,0,0,0,0,0,0,0,0,0,632,0,632,0,0
249,886,0,224,150,0,16,0,0,279,0,0,0,0,0,0,0,0,0,0,0,681,0,681,0,0
250,803,0,161,150,0,21,0,0,268,0,0,0,0,0,0,0,0,0,0,0,605,0,605,0,0
251,945,0,111,404,0,20,0,0,297,10,0,0,0,0,0,0,0,0,0,0,850,0,850,0,0
252,880,0,326,122,0,10,0,0,333,0,0,0,0,0,0,0,0,0,0,0,801,0,801,0,0
253,253,0,786,0,134,0,340,22,0,0,153,19,0,0,0,0,0,0,0,0,0,673,0,673,0
254,254,0,760,0,82,0,383,18,0,0,185,0,0,0,0,0,0,0,0,1,0,679,0,679,0
255,255,0,887,0,100,0,554,22,0,0,138,12,0,0,0,0,0,0,0,0,0,831,0,831,0
256,256,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,257,0,852,0,406,0,141,12,0,0,219,0,0,0,0,0,0,0,0,0,0,797,0,797,0
258,258,0,696,0,60,0,367,22,0,0,149,44,0,0,0,0,0,0,0,0,0,644,0,644,0
