Polling Station No,Candidate_1,1,2,3,4,5,6,7,8,9,10,11,12,Total Valid Votes,Rejected Votes,NOTA,Total,Tendered Votes
36,29,188,31,1,162,4,0,0,0,2,0,0,0,422,0,1,423,0
37,20,239,38,1,161,0,0,0,0,0,0,0,0,467,0,1,468,0
38,41,339,72,0,302,3,2,0,0,0,0,0,0,769,0,5,774,0
39,44,317,42,1,203,4,0,0,0,0,0,0,0,616,0,4,620,0
40,38,316,54,1,297,1,1,0,0,0,0,0,1,717,0,3,720,0
41,45,318,110,2,246,1,0,0,3,0,2,3,0,737,0,1,738,0
42,37,250,198,3,332,4,0,0,2,0,2,3,0,844,0,0,844,0
43,40,199,163,3,288,1,0,1,0,0,0,2,2,712,0,0,712,0
44,31,206,167,2,253,3,1,0,0,0,0,2,3,674,0,1,675,0
45,33,180,163,0,284,6,1,1,0,0,0,0,2,682,0,1,683,0
46,34,273,126,0,223,2,0,0,0,0,0,0,0,662,0,4,666,0
47,48,227,149,1,305,3,0,0,1,0,0,0,0,742,0,1,743,0
48,28,193,148,2,221,5,0,0,0,0,1,1,0,607,0,1,608,0
49,42,198,177,2,298,1,0,0,0,0,1,0,0,724,0,0,724,0
50,28,236,75,2,216,1,0,0,0,0,1,0,0,566,0,3,569,0
51,24,184,26,0,156,1,1,0,0,0,1,0,0,398,0,1,399,0
52,14,198,37,0,138,0,0,0,0,0,0,0,0,392,0,0,392,0
53,37,319,54,1,299,2,0,0,0,1,0,1,3,728,0,1,729,0
54,21,451,71,0,243,6,0,2,0,0,0,2,0,800,0,3,803,0
55,44,332,84,1,320,0,1,1,0,0,0,0,0,794,0,0,794,0
56,57,282,119,0,281,2,1,0,1,0,0,0,0,754,0,0,754,0
57,28,266,97,2,260,4,2,0,0,0,1,0,1,668,0,3,671,0
58,30,216,74,0,226,1,1,1,0,0,0,1,0,566,0,2,568,0
59,34,292,56,1,258,1,1,0,2,0,1,0,0,651,0,1,652,0
60,21,273,73,2,212,2,0,1,0,0,0,0,0,591,0,4,595,0
61,40,294,101,3,242,3,0,0,0,0,0,0,0,691,0,5,696,0
62,22,177,73,1,210,1,0,0,0,0,0,0,0,489,0,3,492,0
63,25,199,100,2,241,0,0,0,0,0,0,0,1,574,0,2,576,0
64,44,262,118,0,270,0,1,0,0,0,0,3,0,705,0,1,706,0
65,22,291,87,1,402,1,0,0,0,0,0,0,0,819,0,3,822,0
66,31,241,130,1,335,2,0,1,1,0,0,1,0,754,0,2,756,0
67,6,60,21,0,71,1,0,0,0,0,0,0,0,160,0,1,161,0
68,44,243,101,1,259,2,0,0,0,0,0,0,0,663,0,0,663,0
69,26,181,77,0,216,8,1,0,0,0,1,2,0,523,0,0,523,0
70,39,198,131,2,280,1,1,1,0,0,1,0,0,656,0,1,657,0
71,35,223,75,1,271,1,0,0,0,0,0,1,0,618,0,2,620,0
72,25,184,61,0,187,2,1,0,0,0,1,0,0,464,0,2,466,0
73,32,295,84,3,344,5,4,0,0,1,1,3,0,783,0,3,786,0
74,36,201,82,0,279,5,0,0,0,2,2,1,0,614,0,2,616,0
75,25,169,53,0,134,0,0,0,0,0,0,1,0,384,0,0,384,0
76,27,244,96,2,284,7,1,1,0,1,1,1,0,676,0,1,677,0
77,29,219,82,1,303,1,1,0,1,0,0,0,0,653,0,1,654,0
78,25,187,74,1,203,1,0,1,0,0,0,0,0,502,0,3,505,0
79,73,290,129,4,344,3,1,0,0,1,1,1,0,851,0,3,854,0
80,24,198,74,1,209,0,0,1,1,0,0,0,0,515,0,0,515,0
81,31,142,96,0,176,0,2,0,0,0,0,0,0,452,0,1,453,0
82,10,161,86,2,186,1,0,0,0,0,1,0,0,450,0,3,453,0
83,18,156,75,1,143,1,0,0,0,0,1,0,0,399,0,2,401,0
84,58,277,154,0,353,3,1,1,0,0,0,2,0,872,0,2,874,0
85,23,179,99,0,171,0,1,0,0,2,1,0,0,480,0,1,481,0
86,24,279,82,1,283,2,0,0,1,0,0,0,0,688,0,2,690,0
87,33,251,120,2,209,7,0,0,0,0,1,1,0,632,0,1,633,0
88,45,292,104,2,302,0,0,0,0,0,0,0,0,752,0,1,753,0
89,35,185,70,1,230,1,0,0,0,1,0,0,0,526,0,1,527,0
90,44,226,100,2,316,2,0,0,1,0,0,1,1,700,0,3,703,0
91,33,312,76,1,306,2,0,2,0,0,0,1,0,743,0,0,743,0
92,27,234,52,0,152,0,0,0,0,0,0,0,0,470,0,1,471,0
93,22,211,54,1,207,1,0,0,0,0,1,0,0,503,0,0,503,0
94,19,234,55,0,165,0,1,2,0,0,0,1,0,482,0,1,483,0
95,18,456,38,2,181,1,0,0,0,1,0,1,0,701,0,3,704,0
96,18,134,60,1,138,1,0,0,0,1,0,0,0,357,0,2,359,0
97,27,310,82,1,183,3,0,0,0,0,0,0,0,611,0,1,612,0
98,31,231,172,1,241,1,0,0,2,0,0,4,0,691,0,1,692,0
99,23,353,160,0,251,0,0,0,0,0,0,0,0,799,0,1,800,0
100,14,100,109,2,154,0,0,0,0,0,1,1,2,393,0,0,393,0
101,30,154,184,1,201,2,0,0,1,0,0,1,1,582,0,1,583,0
102,39,345,93,2,248,0,0,1,0,0,0,0,1,733,0,6,739,0
103,38,265,94,1,318,1,1,0,0,0,0,1,1,725,0,3,728,0
104,45,278,112,3,332,3,0,0,1,0,0,1,0,787,0,1,788,0
105,60,286,129,1,320,1,0,1,3,0,0,1,1,811,0,2,813,0
106,33,162,71,0,184,1,0,1,3,0,0,2,0,461,0,3,464,0
107,32,135,53,1,137,0,0,0,0,0,0,2,0,366,0,0,366,0
108,36,262,133,1,217,1,0,0,0,0,0,1,0,661,0,1,662,0
109,55,286,111,0,316,0,0,0,2,1,0,1,0,788,0,2,790,0
110,42,270,48,1,257,1,0,0,0,0,0,0,0,627,0,0,627,0
111,24,285,66,0,157,1,0,0,0,0,0,0,0,538,0,2,540,0
112,27,266,94,0,218,2,1,0,0,0,1,1,0,614,0,3,617,0
113,14,182,32,1,380,0,0,1,0,0,0,1,0,626,0,1,627,0
114,34,247,98,3,295,1,0,0,1,0,0,0,0,687,0,3,690,0
115,36,293,91,0,214,1,0,0,0,0,0,0,0,639,0,2,641,0
116,21,182,90,1,165,1,0,1,0,0,1,1,0,471,0,3,474,0
117,24,169,87,2,211,0,0,0,0,0,0,1,0,500,0,2,502,0
118,35,454,85,1,262,1,0,1,0,0,1,0,0,846,0,9,855,0
119,9,170,44,1,90,1,0,0,0,0,0,0,0,320,0,3,323,0
120,26,324,55,0,212,6,0,0,2,0,0,0,0,638,0,2,640,0
121,29,239,86,0,236,2,0,0,0,1,0,0,0,598,0,2,600,0
122,30,230,71,1,237,15,0,0,0,0,0,0,0,591,0,6,597,0
123,13,241,56,0,172,0,0,1,0,0,0,0,0,490,0,1,491,0
124,44,240,38,1,341,1,0,1,0,0,0,0,0,677,0,1,678,0
125,30,201,49,1,159,1,0,0,0,0,0,0,0,446,0,2,448,0
126,28,388,38,0,336,0,0,0,0,0,1,1,0,800,0,3,803,0
127,29,273,13,3,212,1,1,0,0,0,2,0,0,536,0,1,537,0
128,38,308,53,2,327,5,0,0,0,0,1,0,0,744,0,0,744,0
129,29,271,72,1,293,0,0,0,0,0,1,0,0,684,0,4,688,0
130,46,329,45,2,408,4,0,0,3,0,3,0,0,848,0,1,849,0
131,18,152,48,1,197,1,0,0,1,0,0,0,0,425,0,0,425,0
132,22,254,33,0,167,0,0,0,0,0,0,1,0,481,0,1,482,0
133,32,212,25,0,121,1,0,0,0,0,0,1,0,392,0,4,396,0
134,9,168,28,0,99,2,0,1,0,0,0,0,0,309,0,0,309,0
135,60,368,83,3,285,1,0,0,0,0,0,0,0,806,0,2,808,0
136,32,256,43,2,301,1,0,0,0,0,0,1,0,642,0,2,644,0
137,13,239,22,0,123,3,0,0,0,0,0,2,0,405,0,0,405,0
138,31,358,43,1,181,2,0,0,2,1,0,1,0,622,0,2,624,0
139,14,487,11,0,148,5,0,0,0,0,1,0,0,674,0,1,675,0
140,15,453,15,0,181,1,0,0,0,0,0,0,0,671,0,0,671,0
141,23,366,24,0,182,4,0,0,1,0,0,1,0,608,0,1,609,0
142,20,296,43,2,171,0,0,0,0,0,0,5,0,547,0,4,551,0
143,31,450,44,0,202,0,0,0,0,0,0,3,0,735,0,2,737,0
144,8,118,18,0,56,0,0,0,0,0,0,1,0,201,0,0,201,0
145,33,455,50,2,235,0,1,0,0,0,0,0,0,780,0,3,783,0
146,36,280,99,2,230,2,0,0,0,1,0,0,0,655,0,2,657,0
147,19,144,50,0,142,0,0,0,0,0,2,1,0,358,0,2,360,0
148,24,144,52,0,156,2,0,0,0,0,0,2,0,382,0,1,383,0
149,42,250,91,0,180,3,1,0,0,0,1,0,0,570,0,2,572,0
150,31,220,79,2,192,1,0,0,0,0,0,0,2,528,0,1,529,0
151,35,248,71,0,195,1,0,0,2,0,0,0,0,555,0,3,558,0
152,30,116,53,0,160,0,0,0,0,0,0,0,0,360,0,4,364,0
153,22,181,61,0,127,1,0,0,1,0,0,0,0,399,0,3,402,0
154,46,268,70,0,269,0,0,0,0,0,0,1,0,656,0,4,660,0
155,49,332,111,0,323,2,0,0,1,0,0,0,0,821,0,8,829,0
156,60,226,65,3,289,1,1,0,2,1,0,0,0,656,0,1,657,0
157,56,211,66,0,274,4,1,0,0,0,0,2,0,624,0,7,631,0
158,40,324,82,3,251,2,0,0,0,0,0,0,0,709,0,2,711,0
159,21,166,44,1,185,0,1,0,0,0,1,0,0,423,0,1,424,0
160,25,167,69,0,205,1,0,1,0,0,1,1,0,476,0,1,477,0
161,31,213,77,1,173,1,0,0,0,0,0,0,0,497,0,4,501,0
162,21,160,56,1,158,0,0,0,0,0,0,1,0,407,0,3,410,0
163,34,224,111,0,211,2,1,0,0,0,0,0,0,589,0,3,592,0
164,44,337,107,0,242,1,0,1,0,0,0,2,1,739,0,2,741,0
165,45,258,131,0,354,4,0,1,0,0,0,0,0,803,0,2,805,0
166,35,144,63,2,174,5,0,0,0,2,0,0,0,430,0,1,431,0
167,21,184,50,0,154,0,0,0,0,0,0,0,0,410,0,4,414,0
168,28,211,54,1,207,0,0,0,0,0,0,0,0,503,0,0,503,0
169,36,179,56,1,148,0,1,0,0,0,1,0,0,425,0,3,428,0
170,11,198,40,0,118,0,0,0,0,0,0,0,0,369,0,1,370,0
171,44,251,107,1,214,0,0,1,0,0,0,0,0,622,0,7,629,0
172,22,145,62,2,197,1,0,0,0,0,0,0,0,434,0,0,434,0
173,38,271,83,1,200,1,1,1,0,0,1,1,0,604,0,2,606,0
174,23,239,81,2,253,1,0,0,1,0,0,0,0,612,0,4,616,0
175,24,247,60,2,184,1,0,0,0,0,1,0,0,526,0,0,526,0
176,48,238,122,2,265,0,0,0,3,0,0,0,0,689,0,6,695,0
177,32,221,120,1,187,1,1,0,2,0,0,2,1,588,0,1,589,0
178,31,199,224,2,244,1,0,0,2,0,0,0,0,718,0,1,719,0
179,35,306,309,2,226,1,0,0,0,2,1,1,0,904,0,3,907,0
180,59,302,232,0,165,0,0,1,0,0,0,2,0,770,0,0,770,0
181,17,76,102,2,48,1,1,0,0,0,0,0,0,253,0,0,253,0
182,68,355,246,3,183,0,0,0,0,0,0,0,0,872,0,1,873,0
183,77,264,249,2,292,0,0,0,2,0,0,1,0,900,0,1,901,0
184,33,110,114,1,130,1,0,0,0,0,1,0,1,416,0,0,416,0
185,96,286,258,4,246,1,1,0,0,1,1,2,0,918,0,0,918,0
186,63,254,361,0,111,0,0,0,0,0,0,0,1,797,0,1,798,0
187,8,98,156,6,132,0,0,0,0,0,0,0,0,407,0,2,409,0
188,14,105,256,0,147,0,1,0,0,0,0,1,2,552,0,2,554,0
189,18,229,95,0,160,1,0,0,0,0,0,0,0,517,0,0,517,0
190,6,27,93,0,62,0,0,0,0,0,0,0,0,193,0,0,193,0
191,40,80,294,2,108,0,0,0,0,0,1,0,0,533,0,1,534,0
192,22,42,204,0,145,1,0,0,0,0,0,0,1,423,0,0,423,0
193,66,271,169,6,201,1,1,0,0,1,1,0,0,740,0,0,740,0
194,39,220,123,1,169,2,0,0,0,2,2,0,0,567,0,1,568,0
195,25,153,266,0,130,0,0,0,0,1,0,0,0,588,0,0,588,0
196,31,158,198,0,154,1,0,0,0,2,1,0,0,556,0,0,556,0
197,42,168,90,1,134,1,0,0,1,0,2,0,2,456,0,1,457,0
198,42,288,221,1,187,0,0,0,0,1,3,0,1,761,0,2,763,0
199,34,138,187,1,165,1,0,1,0,0,0,1,1,546,0,0,546,0
200,61,331,192,5,211,0,1,0,1,0,0,0,0,830,0,1,831,0
201,72,298,221,3,300,0,0,1,0,0,2,1,1,913,0,1,914,0
202,72,302,162,2,314,1,0,0,0,0,2,2,2,883,0,1,884,0
203,44,189,186,5,211,1,1,1,0,0,0,0,6,651,0,0,651,0
204,60,279,308,1,160,0,0,0,0,1,0,1,0,843,0,1,844,0
205,29,159,242,1,292,1,1,0,0,0,3,3,1,755,0,1,756,0
206,15,134,175,0,177,0,0,0,0,0,0,1,0,512,0,2,514,0
207,35,301,249,0,171,1,0,0,0,0,1,1,0,766,0,0,766,0
208,51,261,297,2,154,2,0,0,0,0,1,0,0,781,0,0,781,0
209,66,333,242,0,156,0,4,0,0,0,0,1,0,820,0,0,820,0
210,32,155,163,6,160,0,0,0,1,0,1,0,0,531,0,0,531,0
211,15,227,223,1,88,1,0,0,0,0,0,0,0,575,0,0,575,0
212,50,153,216,2,205,1,0,0,0,0,2,0,0,644,0,1,645,0
213,26,178,128,1,155,0,0,0,0,1,1,0,0,498,0,1,499,0
214,38,181,201,6,133,0,0,1,0,0,0,0,1,576,0,0,576,0
215,41,198,103,1,281,2,4,0,1,1,2,3,0,664,0,2,666,0
216,40,155,257,3,168,2,0,0,0,0,0,4,0,641,0,0,641,0
217,27,217,180,1,128,0,1,0,0,0,0,1,1,570,0,1,571,0
218,77,251,199,1,228,0,0,0,0,0,0,0,2,770,0,1,771,0
219,47,279,122,3,211,0,1,1,0,0,2,1,1,681,0,0,681,0
220,25,163,145,2,198,2,0,0,0,0,0,4,0,555,0,0,555,0
221,25,123,262,2,322,0,0,0,1,0,4,1,0,755,0,0,755,0
222,24,173,269,3,229,1,0,1,0,0,1,1,0,714,0,0,714,0
223,64,277,250,2,164,2,0,0,1,1,1,0,0,793,0,1,794,0
224,53,289,167,5,150,1,0,0,0,0,0,0,0,685,0,2,687,0
225,47,211,295,5,111,0,0,1,0,0,0,0,0,695,0,1,696,0
226,40,131,106,2,157,0,0,0,1,0,0,2,1,457,0,1,458,0
227,33,201,169,2,106,1,2,0,0,0,0,0,1,526,0,0,526,0
228,27,199,90,1,161,1,0,0,0,0,0,0,1,503,0,1,504,0
229,32,254,172,9,212,0,0,0,0,0,0,0,0,689,0,3,692,0
230,21,130,251,3,212,1,1,0,0,0,2,2,1,632,0,0,632,0
231,30,123,170,2,100,0,0,0,0,0,0,0,0,432,0,1,433,0
232,58,239,307,2,193,0,0,1,1,0,1,3,0,816,0,1,817,0
233,38,217,260,2,198,3,1,0,0,2,0,1,3,737,0,0,737,0
234,63,281,206,5,210,4,2,0,0,3,0,1,0,788,0,1,789,0
235,53,222,178,3,212,2,1,0,1,5,1,1,0,702,0,0,702,0
236,20,97,222,2,176,1,0,1,0,0,0,0,0,523,0,0,523,0
237,31,139,265,5,145,0,0,0,0,0,2,0,0,597,0,2,599,0
238,32,166,155,2,184,1,1,0,1,0,6,0,1,556,0,1,557,0
239,11,80,264,1,92,1,0,0,1,0,0,0,0,467,0,1,468,0
240,48,155,306,0,174,0,0,0,0,0,0,2,1,714,0,1,715,0
241,55,125,117,2,213,2,0,0,1,0,0,1,0,523,0,1,524,0
242,37,142,117,2,140,1,0,0,0,0,0,0,0,453,0,1,454,0
243,11,142,163,1,95,0,0,0,0,0,5,0,0,430,0,0,430,0
244,32,141,160,4,325,1,0,1,0,0,0,3,0,696,0,1,697,0
245,26,151,169,1,218,0,1,0,0,0,2,3,0,602,0,4,606,0
246,48,264,226,5,283,1,1,1,1,0,3,2,0,861,0,1,862,0
247,34,131,161,0,154,0,0,1,2,0,1,0,1,505,0,0,505,0
248,40,163,118,3,237,2,0,0,1,0,3,1,0,580,0,1,581,0
249,20,108,122,0,69,1,0,0,0,1,0,0,0,339,0,0,339,0
250,66,244,251,5,219,2,0,1,0,0,3,0,2,820,0,1,821,0
251,103,146,251,3,201,0,0,0,1,0,2,1,1,745,0,3,748,0
252,42,222,178,2,209,1,0,0,0,0,3,2,0,677,0,0,677,0
253,84,150,126,2,131,0,0,1,0,0,0,0,1,519,0,1,520,0
254,38,165,116,2,232,1,0,1,0,1,2,0,1,572,0,1,573,0
255,50,153,72,0,218,1,1,0,1,0,1,2,1,519,0,0,519,0
256,39,233,211,4,161,0,0,1,0,1,0,1,0,658,0,2,660,0
257,55,163,256,2,126,0,0,0,0,0,1,0,1,619,0,0,619,0
258,45,282,257,7,287,2,0,0,0,1,11,1,4,921,0,1,922,0
259,57,238,170,5,311,1,0,1,1,1,6,5,2,829,0,3,832,0
260,42,122,136,8,255,1,0,0,1,0,0,1,0,588,0,1,589,0
261,139,265,146,3,242,2,0,0,0,0,15,0,1,837,0,3,840,0
262,37,83,122,1,160,0,0,0,1,0,0,0,0,408,0,0,408,0
263,46,317,140,6,262,1,1,1,7,1,7,1,1,823,0,1,824,0
264,40,118,183,3,282,1,0,0,0,0,0,1,0,646,0,0,646,0
265,42,149,192,3,284,0,0,1,1,0,1,1,0,685,0,0,685,0
266,73,312,335,2,289,0,2,0,0,1,1,1,0,1030,0,0,1030,0
267,71,258,281,4,336,0,2,1,0,0,4,0,0,979,0,0,979,0
268,23,111,111,1,190,1,0,0,0,0,1,0,1,448,0,0,448,0
269,70,155,183,3,204,1,0,1,0,1,3,5,1,656,0,1,657,0
270,77,271,199,0,264,1,1,0,0,0,2,4,2,848,0,2,850,0
271,52,219,170,1,160,0,0,1,0,1,1,0,0,639,0,1,640,0
272,39,148,165,3,198,4,0,0,1,0,1,0,1,582,0,2,584,0
273,52,104,167,3,222,2,0,1,3,0,1,1,0,568,0,0,568,0
274,44,149,200,10,363,1,0,2,1,3,1,2,1,803,0,2,805,0
275,23,126,143,1,184,2,2,0,1,0,2,1,0,506,0,1,507,0
276,47,203,263,3,234,2,3,0,0,0,0,0,1,769,0,2,771,0
277,42,200,246,3,449,4,0,1,2,1,1,3,0,1003,0,2,1005,0
278,59,188,219,0,242,1,1,0,0,0,2,0,2,758,0,3,761,0
279,57,164,236,5,225,2,0,2,1,0,0,1,3,725,0,1,726,0
280,71,233,170,3,255,0,2,1,0,0,0,5,2,775,0,1,776,0
281,32,62,197,4,195,1,0,1,0,2,3,3,1,516,0,1,517,0
282,27,139,131,2,175,1,0,1,0,0,2,0,0,493,0,0,493,0
283,51,217,242,3,270,0,0,0,0,1,2,1,0,827,0,1,828,0
284,53,111,185,3,153,0,1,0,0,0,2,0,1,531,0,1,532,0
285,47,142,121,1,153,1,0,0,0,0,2,2,0,495,0,0,495,0
286,29,163,118,3,227,0,1,0,0,1,0,0,0,564,0,1,565,0
287,76,186,196,3,268,1,1,2,0,0,1,1,1,750,0,1,751,0
288,34,201,243,2,227,1,0,0,0,0,1,1,1,727,0,0,727,0
289,25,147,125,1,89,0,0,0,0,0,0,0,3,400,0,0,400,0
290,54,221,389,13,256,0,0,0,1,1,0,5,0,957,0,0,957,0
291,21,97,156,0,80,0,0,0,0,0,0,0,0,365,0,0,365,0
292,30,310,203,3,155,0,0,0,0,3,0,0,0,728,0,2,730,0
293,62,226,315,2,154,0,1,1,0,7,0,0,0,781,0,4,785,0
294,24,113,158,0,39,0,0,1,1,0,0,0,0,347,0,0,347,0
295,29,131,146,1,97,0,1,0,0,0,2,2,0,413,0,1,414,0
296,46,192,237,2,253,1,1,1,0,0,0,0,1,772,0,5,777,0
297,44,124,415,2,155,0,0,0,0,0,0,0,0,757,0,3,760,0
298,3426,2151,23,3155,11,6,2,8,5,5,9,6,28,9617,0,12,9629,0
299,3278,2716,35,4139,20,3,2,16,3,6,17,9,43,11309,0,25,11334,0
300,3453,1256,17,3304,21,6,2,10,2,10,13,3,9,8752,0,28,8780,0
301,3478,1559,14,3525,33,5,5,2,1,4,8,10,10,9235,0,16,9251,0
302,3193,1239,16,3482,27,7,4,3,0,4,7,2,17,8510,0,28,8538,0
303,2946,1221,16,3416,30,11,4,2,5,8,10,0,8,8233,0,25,8258,0
304,3534,1164,15,3084,21,2,4,4,5,3,9,1,6,8336,0,18,8354,0
305,3447,1457,13,3310,13,2,3,10,1,2,12,6,14,8885,0,25,8910,0
306,3560,920,12,3310,30,0,5,3,1,3,4,0,4,8329,0,40,8369,0
307,4128,534,15,3043,27,1,1,6,1,8,6,0,6,8239,0,18,8257,0
308,3536,805,8,2497,14,2,0,4,1,3,14,2,7,7334,0,32,7366,0
309,3157,1086,12,3200,23,4,3,3,3,2,6,1,11,8087,0,39,8126,0
310,3227,1844,21,2632,8,4,3,8,2,4,6,1,27,8386,0,29,8415,0
311,2297,2836,22,2187,8,3,0,2,7,7,4,5,56,8107,0,8,8115,0
312,3336,2935,28,2792,8,7,3,3,2,15,11,14,51,10048,0,10,10058,0
313,2864,2722,33,2660,12,6,3,3,3,13,15,5,59,9121,0,9,9130,0
314,2610,2846,45,2377,14,8,3,4,10,12,10,8,42,8653,0,12,8665,0
315,2214,2603,29,2629,12,2,4,7,1,22,15,5,71,8412,0,15,8427,0
316,2750,2462,48,3240,10,4,6,12,6,45,14,12,37,9654,0,13,9667,0
317,2529,2753,40,3526,21,11,10,9,6,19,22,14,64,10059,0,18,10077,0
318,2335,2779,40,2441,5,4,6,2,15,13,13,7,68,8481,0,11,8492,0
319,447,798,5,505,1,2,1,0,0,2,2,1,28,1942,0,9,1951,0
